,term,weight
0,##1,1.47
1,##2,1.59
2,##3,1.16
3,##ac,1.25
4,##ado,1.63
5,##ale,1.78
6,##aneous,1.7
7,##ara,1.23
8,##ava,1.62
9,##biotic,1.04
10,##bri,1.39
11,##bu,1.47
12,##bula,1.79
13,##cc,1.22
14,##cer,1.44
15,##chi,1.31
16,##chy,1.16
17,##cin,1.66
18,##cl,1.27
19,##com,1.69
20,##cona,1.63
21,##cut,1.31
22,##cy,1.23
23,##din,1.51
24,##don,1.35
25,##ea,1.65
26,##ean,1.25
27,##eed,1.47
28,##ega,1.58
29,##em,1.1
30,##ema,1.67
31,##emia,1.32
32,##ergy,1.41
33,##eur,1.8
34,##f,1.23
35,##fa,1.78
36,##far,1.57
37,##fer,1.33
38,##ff,1.37
39,##filtration,1.45
40,##g,1.5
41,##gal,1.43
42,##gb,1.46
43,##gly,1.25
44,##gni,2.55
45,##hala,1.26
46,##hale,1.88
47,##head,1.33
48,##hee,1.69
49,##het,1.29
50,##hini,1.57
51,##ici,1.14
52,##ih,1.59
53,##ill,1.53
54,##ine,1.56
55,##iri,1.99
56,##lem,1.33
57,##lence,1.39
58,##lent,1.22
59,##lic,1.19
60,##ling,1.21
61,##list,1.49
62,##lite,1.58
63,##llin,1.26
64,##llins,1.22
65,##lp,1.32
66,##lu,1.15
67,##lus,1.4
68,##m,1.33
69,##mg,0.9
70,##mia,1.28
71,##mide,1.18
72,##moral,2.02
73,##na,1.56
74,##oda,1.42
75,##oka,1.57
76,##ol,1.07
77,##olic,1.08
78,##oma,1.5
79,##omi,1.9
80,##oria,1.43
81,##ose,1.44
82,##ote,1.45
83,##otho,2.08
84,##ound,1.7
85,##ous,1.36
86,##oven,2.06
87,##ox,1.22
88,##pati,1.31
89,##patient,1.64
90,##pid,1.98
91,##pm,1.26
92,##pp,1.81
93,##pr,1.19
94,##pro,1.57
95,##rd,1.72
96,##rea,1.65
97,##rh,1.39
98,##rial,1.21
99,##rill,1.39
100,##rl,1.75
101,##rone,1.09
102,##rro,1.67
103,##ryn,1.47
104,##scu,1.4
105,##sol,1.53
106,##sp,1.69
107,##sta,1.29
108,##sten,1.62
109,##sto,1.3
110,##t,1.07
111,##tat,1.62
112,##terol,1.57
113,##tica,1.69
114,##time,1.25
115,##tin,1.01
116,##tine,1.46
117,##tis,1.09
118,##to,1.08
119,##tre,1.39
120,##u,1.4
121,##uation,1.53
122,##ub,1.21
123,##uin,1.42
124,##uli,1.8
125,##ulo,1.43
126,##uma,1.5
127,##uri,1.22
128,##usa,1.52
129,##usion,1.33
130,##ut,1.32
131,##v,1.48
132,##va,1.43
133,##vas,1.54
134,##ven,1.63
135,##x,1.38
136,##xy,1.59
137,##ym,1.37
138,##yp,1.32
139,##ythe,1.7
140,##ytic,1.21
141,%,1.21
142,/,1.25
143,100,1.31
144,136,1.22
145,137,1.91
146,142,1.24
147,325,1.06
148,40,1.17
149,5,1.1
150,50,1.04
151,500,1.73
152,6,1.15
153,71,1.91
154,80,1.44
155,80s,1.31
156,90,1.75
157,91,1.35
158,97,1.61
159,98,1.27
160,ace,1.83
161,act,1.35
162,acute,1.58
163,address,1.11
164,admission,2.29
165,admissions,1.06
166,admitted,1.26
167,aero,1.84
168,afi,1.53
169,airport,0.51
170,al,1.42
171,alcohol,1.32
172,alert,1.8
173,allergic,1.27
174,ami,1.48
175,anterior,1.67
176,antibiotics,1.39
177,appointment,0.69
178,artery,0.34
179,bas,1.29
180,baseline,1.57
181,bed,1.42
182,best,0.71
183,bid,1.7
184,bilateral,1.54
185,blanc,1.83
186,blood,1.14
187,bo,1.46
188,bp,1.59
189,breath,1.26
190,brief,1.25
191,building,0.5
192,bypass,0.57
193,c,1.27
194,cad,1.85
195,calcium,1.57
196,calf,1.42
197,calves,1.2
198,campus,1.2
199,cap,1.69
200,caps,1.13
201,capsule,1.44
202,cell,1.5
203,ch,1.6
204,chamber,1.5
205,chambers,1.2
206,channel,1.24
207,chest,1.82
208,chief,1.2
209,chloride,1.46
210,cho,1.02
211,chronic,1.32
212,ci,1.9
213,clear,1.54
214,cleared,1.26
215,clinic,0.78
216,code,1.86
217,coherent,1.29
218,colon,1.42
219,comfortable,1.36
220,common,1.16
221,complaint,1.55
222,complaints,1.14
223,consciousness,1.09
224,cop,1.8
225,cough,1.61
226,coughing,1.28
227,course,1.39
228,courses,1.26
229,cp,1.69
230,ct,1.29
231,cultural,1.25
232,culture,1.3
233,cv,1.85
234,d,1.47
235,daily,1.24
236,date,0.91
237,day,0.28
238,decreased,1.27
239,deep,1.22
240,department,1.22
241,departments,0.5
242,di,1.13
243,diffuse,1.62
244,discharge,1.93
245,discharged,1.16
246,discomfort,1.26
247,disposition,2.0
248,distress,1.6
249,divert,1.73
250,do,1.2
251,doc,1.08
252,doctor,0.4
253,dos,1.12
254,dose,1.27
255,drain,1.24
256,drainage,1.29
257,drop,1.18
258,dual,1.88
259,ed,1.61
260,eddie,0.3
261,elevated,1.28
262,emergency,1.78
263,entry,1.02
264,es,1.44
265,evidence,1.27
266,ex,1.33
267,facility,0.52
268,failure,1.28
269,fate,1.38
270,floor,1.72
271,floors,1.45
272,fluid,1.28
273,foley,1.82
274,follow,1.12
275,fr,1.44
276,friday,1.71
277,fur,1.83
278,gallo,1.93
279,gap,1.69
280,garage,1.16
281,gen,1.55
282,general,1.74
283,glucose,1.46
284,gu,1.76
285,h,1.1
286,hc,1.45
287,hd,1.9
288,headquarters,0.68
289,heal,1.27
290,heart,1.12
291,hee,1.87
292,hem,1.14
293,history,1.75
294,home,1.41
295,hospital,1.19
296,hospitals,0.53
297,hotel,0.34
298,hour,0.68
299,hours,0.81
300,hs,1.38
301,hyper,1.25
302,ic,2.01
303,implant,1.76
304,impression,1.2
305,inhaled,1.15
306,interactive,1.49
307,intra,1.18
308,invasive,1.34
309,iron,1.83
310,iv,1.29
311,j,1.59
312,junction,1.43
313,l,1.78
314,lac,1.42
315,lad,2.05
316,last,1.32
317,lead,1.43
318,left,1.63
319,leg,1.44
320,len,1.89
321,ll,2.05
322,located,0.66
323,locations,0.58
324,long,1.19
325,low,0.99
326,lower,1.09
327,major,1.15
328,maryland,1.04
329,mc,1.77
330,md,1.56
331,medical,1.19
332,medication,1.28
333,mg,1.47
334,mic,2.28
335,mmm,2.01
336,mouth,1.51
337,ms,1.27
338,murmur,1.51
339,n,1.24
340,nad,2.34
341,nc,1.26
342,neck,1.25
343,ni,1.09
344,night,1.29
345,norm,1.24
346,normal,1.28
347,obesity,1.19
348,office,0.39
349,open,0.31
350,oriented,1.9
351,oro,1.49
352,ox,1.95
353,p,1.12
354,pace,1.85
355,pain,1.18
356,park,0.5
357,parking,1.54
358,past,1.74
359,pat,2.1
360,patient,1.3
361,pc,1.75
362,pen,1.56
363,pending,1.77
364,phone,1.08
365,pitt,1.62
366,pl,1.37
367,placement,1.2
368,pleasure,1.35
369,pm,0.46
370,po,1.93
371,poly,1.32
372,pop,1.34
373,potassium,1.63
374,pound,1.19
375,pr,1.33
376,pressure,1.75
377,primary,1.34
378,proposed,1.21
379,pt,1.27
380,pu,1.39
381,puff,2.08
382,pulmonary,1.28
383,q,1.53
384,ra,1.25
385,rd,1.31
386,rec,1.66
387,recreational,1.57
388,ref,1.24
389,regular,1.22
390,renal,1.41
391,rep,1.33
392,repeat,1.63
393,repeating,1.27
394,right,1.68
395,ron,1.64
396,room,1.1
397,rus,1.88
398,sat,1.26
399,saturday,1.31
400,sb,1.99
401,scale,1.13
402,schedule,1.13
403,secondary,1.28
404,sen,2.31
405,sept,1.58
406,session,1.1
407,sessions,1.11
408,severe,1.27
409,sex,1.31
410,she,1.4
411,short,1.31
412,si,2.2
413,side,1.18
414,sl,1.19
415,slide,1.18
416,sliding,1.66
417,sob,2.16
418,sodium,1.43
419,soft,1.48
420,sol,1.97
421,sp,1.1
422,stability,1.04
423,stable,1.48
424,standard,1.21
425,start,0.9
426,status,1.31
427,stay,0.99
428,stop,1.07
429,sub,1.19
430,substantial,1.53
431,sulfate,1.41
432,summer,0.26
433,superficial,1.58
434,surgeon,0.63
435,surgery,1.51
436,surgical,1.02
437,swelling,1.41
438,swollen,1.22
439,sy,1.31
440,ta,1.53
441,tab,1.61
442,tablet,1.46
443,telephone,0.95
444,tender,1.76
445,therapeutic,1.54
446,thigh,1.43
447,thighs,1.2
448,thursday,0.51
449,time,0.46
450,timing,1.29
451,tobacco,1.44
452,toxic,1.25
453,trace,1.32
454,tram,1.65
455,trans,1.64
456,transfer,0.9
457,transferred,1.21
458,transition,1.06
459,transitional,1.95
460,trough,1.92
461,tu,1.22
462,ul,1.57
463,ultra,1.28
464,ultrasound,1.72
465,unchanged,1.25
466,underwent,1.15
467,university,0.41
468,van,2.19
469,vascular,1.91
470,vein,1.14
471,vent,1.13
472,vital,1.75
473,vitamin,1.39
474,war,1.19
475,wb,1.4
476,weigh,1.04
477,west,0.66
478,while,0.9
479,without,1.25
480,worse,1.11
481,yesterday,1.49
482,z,1.27
