,term,weight
0,##ava,1.4
1,##bula,1.63
2,##ce,1.52
3,##co,1.71
4,##der,1.27
5,##ergy,1.22
6,##eri,1.27
7,##ert,1.64
8,##for,1.12
9,##gan,1.48
10,##hen,1.35
11,##het,1.64
12,##ix,1.36
13,##lau,1.19
14,##lux,1.22
15,##mma,1.68
16,##nta,1.52
17,##oga,1.57
18,##ole,1.09
19,##oper,1.51
20,##quist,1.76
21,##raz,1.64
22,##ril,1.35
23,##sop,1.74
24,##t,0.68
25,##tub,1.77
26,##up,0.85
27,325,1.06
28,6,0.81
29,66,1.14
30,admission,1.7
31,all,1.1
32,alpha,1.36
33,anterior,1.39
34,artery,1.36
35,birth,1.1
36,bypass,1.89
37,cardiac,1.47
38,care,0.88
39,cat,1.56
40,chest,1.6
41,chief,1.53
42,coat,1.06
43,cola,1.43
44,complaint,1.71
45,complaints,1.27
46,condition,0.68
47,corona,1.62
48,course,1.81
49,courses,1.44
50,d,1.05
51,death,0.71
52,descending,1.67
53,dictated,0.58
54,die,1.56
55,discharge,1.69
56,discharged,1.36
57,discontinued,1.61
58,doctor,0.86
59,doctors,0.63
60,dose,1.16
61,dr,0.77
62,drug,0.79
63,elect,1.73
64,follow,1.63
65,following,1.01
66,graf,1.47
67,heart,1.13
68,history,1.41
69,home,1.2
70,hospital,1.45
71,internal,1.06
72,kc,1.61
73,known,1.09
74,lan,1.25
75,las,1.24
76,left,1.51
77,long,1.4
78,main,0.55
79,male,1.36
80,med,0.84
81,medication,0.55
82,mg,1.39
83,n,0.93
84,nico,1.5
85,old,1.43
86,one,0.96
87,p,1.16
88,pace,1.23
89,pacing,1.76
90,pain,1.29
91,past,1.24
92,patch,1.2
93,patient,1.2
94,per,1.76
95,period,0.57
96,physician,0.85
97,pill,0.72
98,pills,0.95
99,post,1.62
100,posterior,1.53
101,present,1.18
102,pri,1.21
103,primary,1.7
104,q,1.6
105,r,0.84
106,ram,1.73
107,resolution,1.2
108,sap,1.41
109,service,1.12
110,sex,1.35
111,smoke,1.11
112,smooth,1.34
113,stability,0.95
114,stabilize,0.56
115,stable,1.65
116,status,1.85
117,surgery,1.45
118,surgical,1.1
119,tablet,1.22
120,tablets,1.23
121,time,0.84
122,times,1.12
123,transfer,1.1
124,transferred,1.55
125,tube,1.06
126,tubes,1.26
127,two,0.75
128,underwent,1.07
129,unstable,0.66
130,up,0.86
131,vessel,1.36
132,vessels,1.14
133,week,0.71
134,weeks,0.88
135,wire,1.27
136,wires,1.27
137,years,0.76
138,za,1.21
