,term,weight
0,##ani,1.54
1,##anial,1.73
2,##ant,1.0
3,##ative,1.65
4,##ax,1.1
5,##balance,1.22
6,##bula,1.98
7,##ci,1.41
8,##ec,0.97
9,##ection,1.16
10,##ergy,1.45
11,##eti,1.28
12,##fen,0.95
13,##fs,1.22
14,##ge,1.08
15,##ger,1.41
16,##har,1.44
17,##he,1.22
18,##hot,1.49
19,##idi,1.26
20,##ill,1.21
21,##im,1.16
22,##ing,1.34
23,##iom,2.13
24,##iro,1.61
25,##ision,1.76
26,##ix,1.45
27,##ky,1.49
28,##ler,1.74
29,##lim,1.54
30,##line,1.22
31,##lini,1.98
32,##lor,1.18
33,##los,1.28
34,##lva,1.47
35,##mat,1.24
36,##max,1.57
37,##meter,1.12
38,##mit,1.15
39,##mot,1.62
40,##mun,1.78
41,##my,1.43
42,##ncia,1.66
43,##ness,0.79
44,##ni,1.36
45,##nis,1.61
46,##oin,1.59
47,##olic,1.14
48,##orted,1.4
49,##osa,1.34
50,##ossa,2.11
51,##oto,1.4
52,##ous,0.99
53,##p,0.94
54,##pati,1.16
55,##pha,1.24
56,##pp,1.83
57,##psy,1.31
58,##q,1.6
59,##quin,1.79
60,##ra,1.21
61,##race,1.51
62,##rco,1.26
63,##rim,1.45
64,##rno,1.48
65,##roid,1.32
66,##sso,1.28
67,##standing,1.2
68,##sur,1.4
69,##tal,1.29
70,##tam,1.2
71,##tine,1.85
72,##tory,1.18
73,##tre,1.07
74,##tri,1.18
75,##tub,1.6
76,##ture,0.99
77,##ule,1.05
78,##ules,1.01
79,##uma,1.22
80,##up,0.84
81,##uro,1.27
82,##usa,1.38
83,##vil,1.51
84,##xed,1.27
85,##xy,1.14
86,##ys,1.22
87,##yt,1.36
88,##ythe,1.39
89,##za,1.36
90,101,1.4
91,aba,1.3
92,activities,1.14
93,activity,1.55
94,admission,2.07
95,adverse,1.29
96,alert,1.17
97,allergic,1.15
98,am,1.02
99,appointment,1.27
100,appointments,1.07
101,arthritis,1.53
102,at,0.57
103,attended,1.26
104,auto,2.06
105,ba,1.42
106,before,1.06
107,bend,0.93
108,bending,1.07
109,benign,1.37
110,bid,1.81
111,blood,1.03
112,blur,1.25
113,brief,1.31
114,bright,1.8
115,bt,2.58
116,call,0.59
117,cam,1.21
118,cap,1.22
119,cave,1.26
120,cavern,2.06
121,check,1.26
122,checks,0.64
123,chief,1.36
124,clear,1.21
125,clearance,1.44
126,coherent,1.58
127,coin,1.57
128,cola,1.05
129,cold,1.03
130,complaint,1.66
131,complaints,1.21
132,consciousness,1.17
133,consultation,1.01
134,controlled,1.42
135,counter,1.48
136,cover,0.97
137,cr,1.27
138,ct,1.39
139,dates,0.81
140,days,0.8
141,decreased,1.3
142,deficit,1.1
143,der,1.22
144,dex,1.32
145,diet,1.23
146,dietary,1.12
147,dil,1.14
148,direct,1.2
149,discharge,1.86
150,discharged,1.48
151,disposition,1.69
152,distance,0.84
153,drainage,1.27
154,drawing,1.21
155,drawn,0.93
156,driving,1.04
157,dry,1.29
158,ear,1.0
159,elect,1.28
160,enhanced,1.9
161,exam,0.95
162,exercise,0.93
