,term,weight
0,##1,1.37
1,##2,1.09
2,##3,1.34
3,##6,1.44
4,##ae,1.24
5,##aia,2.11
6,##ami,1.31
7,##ane,1.88
8,##ato,1.31
9,##aud,1.31
10,##bid,1.43
11,##bolic,2.08
12,##bon,1.35
13,##bri,1.38
14,##bu,1.3
15,##ca,1.32
16,##car,1.56
17,##card,1.05
18,##cc,1.18
19,##ce,1.06
20,##cence,1.67
21,##ces,1.45
22,##che,1.95
23,##chy,1.36
24,##cia,1.29
25,##ciation,1.38
26,##cite,1.88
27,##col,1.35
28,##cor,1.6
29,##cos,1.45
30,##cr,1.21
31,##din,1.54
32,##dine,1.21
33,##ea,1.6
34,##ema,1.47
35,##emia,1.71
36,##eni,1.34
37,##enter,1.43
38,##ergy,1.47
39,##eta,1.21
40,##eur,1.52
41,##ev,1.4
42,##f,1.24
43,##fer,1.36
44,##ff,1.16
45,##for,1.73
46,##fr,1.2
47,##fus,1.25
48,##fusion,1.65
49,##g,1.51
50,##gb,1.25
51,##h,1.69
52,##hal,0.97
53,##hala,1.34
54,##hale,1.14
55,##his,1.48
56,##hot,1.66
57,##ia,1.12
58,##idi,1.07
59,##iff,2.14
60,##imo,1.65
61,##iology,1.04
62,##iri,1.51
63,##ison,1.51
64,##it,1.17
65,##iti,1.53
66,##ium,1.16
67,##ix,1.96
68,##j,1.42
69,##kal,1.61
70,##lau,1.14
71,##lem,1.24
72,##lizer,1.59
73,##llation,1.18
74,##load,1.42
75,##lus,1.63
76,##mc,1.19
77,##mg,1.13
78,##mia,1.38
79,##mic,1.1
80,##mide,1.42
81,##mis,1.36
82,##mot,1.1
83,##n,1.22
84,##na,1.3
85,##ndi,1.0
86,##nea,1.52
87,##no,0.96
88,##nosis,1.23
89,##nut,1.06
90,##oe,1.13
91,##oki,1.65
92,##olo,1.5
93,##ona,1.15
94,##oni,1.52
95,##oro,1.73
96,##ose,1.21
97,##ote,1.46
98,##otho,2.03
99,##p,1.3
100,##pati,1.56
101,##patient,2.06
102,##pi,1.58
103,##pit,1.34
104,##posed,1.44
105,##pr,1.76
106,##press,1.42
107,##psy,1.17
108,##pta,1.81
109,##ptive,1.75
110,##py,1.12
111,##rac,0.95
112,##ral,1.18
113,##rane,1.59
114,##rat,1.2
115,##rd,1.48
116,##rdi,1.88
117,##red,1.31
118,##ren,1.48
119,##rial,1.13
120,##ril,1.85
121,##rin,1.27
122,##rl,2.04
123,##rol,1.58
124,##rop,1.23
125,##rot,1.44
126,##rove,1.97
127,##rr,1.62
128,##rri,1.12
129,##rth,1.16
130,##ser,1.21
131,##sin,1.71
132,##sit,1.97
133,##sor,1.27
134,##sti,1.32
135,##sto,1.34
136,##sum,1.14
137,##t,1.27
138,##tat,1.35
139,##terol,1.25
140,##th,1.22
141,##ti,1.06
142,##tin,1.46
143,##tine,1.44
144,##tis,1.12
145,##tra,1.31
146,##uf,1.79
147,##uma,1.74
148,##ure,1.72
149,##uria,1.7
150,##usion,1.09
151,##v,1.26
152,##vas,1.46
153,##version,1.81
154,##we,1.22
155,##wk,1.37
156,##x,1.35
157,##yin,1.83
158,##yl,1.11
159,##yp,1.55
160,##ysis,1.08
161,##zine,1.45
162,##zo,1.31
163,%,1.31
164,/,1.33
165,0,1.27
166,08,1.64
167,100,1.11
168,108,1.38
169,160,1.38
170,180,1.47
171,200,1.13
172,28,1.24
173,325,1.06
174,66,1.13
175,70,1.52
176,9,1.42
177,93,1.32
178,ab,1.54
179,abd,1.99
180,abdominal,1.31
181,abs,1.27
182,acute,1.62
183,admission,1.86
184,admitted,1.18
185,aero,1.2
186,afi,1.64
187,after,1.12
188,aggression,1.13
189,aggressive,1.73
190,al,1.24
191,album,1.59
192,alcohol,1.47
193,alfa,1.77
194,alone,1.21
195,alt,1.69
196,ami,2.05
197,anterior,1.67
198,antibiotics,1.22
199,appointment,0.98
200,appointments,0.96
201,as,1.24
202,at,1.78
203,atrium,1.69
204,attended,1.18
205,bas,1.31
206,basal,2.03
207,baseline,2.02
208,bilateral,1.81
209,binding,1.52
210,bleed,1.36
211,bleeding,1.27
212,block,1.24
213,bo,1.37
214,bow,1.5
215,bp,1.5
216,br,1.53
217,breathing,1.01
218,brief,1.67
219,bro,1.38
220,broad,1.43
221,bs,1.31
222,c,1.78
223,cad,1.71
224,calcium,1.5
225,care,1.16
226,cat,2.15
227,cbc,1.82
228,cc,1.37
229,cd,2.01
230,center,1.22
231,ch,1.57
232,chest,1.23
233,chief,1.33
234,chloride,1.34
235,chronic,1.29
236,cl,1.4
237,co,1.14
238,code,1.49
239,cola,1.8
240,coli,1.63
241,colon,1.65
242,complaint,1.61
243,complaints,1.18
244,con,1.13
245,condition,0.88
246,conditions,0.88
247,cong,1.05
248,consistent,1.35
249,consulted,1.16
250,contraction,1.2
251,control,1.37
252,controlled,1.15
253,corona,0.86
254,count,1.25
255,course,1.56
256,courses,1.24
257,coverage,1.11
258,cr,1.85
259,ct,1.61
260,daily,1.24
261,dates,1.18
262,dc,1.88
263,deco,1.22
264,di,1.6
