,term,weight
0,##aneous,1.26
1,##aro,1.23
2,##ato,1.29
3,##avian,1.82
4,##bri,1.34
5,##bula,1.83
6,##cr,1.21
7,##cton,1.73
8,##cut,1.18
9,##date,1.43
10,##enia,1.14
11,##ental,1.17
12,##ergy,1.17
13,##gul,1.66
14,##had,1.5
15,##hal,1.49
16,##hesion,1.36
17,##hesis,1.49
18,##hetic,1.23
19,##iam,1.29
20,##ime,1.14
21,##ir,1.94
22,##it,1.21
23,##iv,1.34
24,##ix,1.47
25,##lase,1.41
26,##let,1.51
27,##lon,1.86
28,##long,1.42
29,##los,1.11
30,##lta,1.52
31,##na,1.82
32,##nos,1.24
33,##olate,1.67
34,##ology,1.31
35,##op,1.11
36,##opa,1.41
37,##ora,1.41
38,##par,1.8
39,##pid,1.36
40,##pit,1.46
41,##quist,1.96
42,##rco,1.84
43,##rim,1.56
44,##ryn,1.66
45,##sper,1.55
46,##tas,1.31
47,##thic,1.33
48,##tom,1.26
49,##tre,1.2
50,##umatic,1.47
51,##urg,1.59
52,##utation,1.57
53,##vita,1.34
54,##ysis,1.55
55,08,0.29
56,115,1.51
57,116,1.39
58,120,1.17
59,140,1.66
60,34,1.3
61,97,1.38
62,abdominal,1.22
63,above,1.1
64,abuse,1.58
65,abused,1.08
66,admission,1.77
67,aggressive,1.35
68,alert,1.57
69,ambulance,0.37
70,amp,1.08
71,antibodies,1.39
72,antibody,1.27
73,appointment,0.65
74,aus,1.16
75,baseline,1.99
76,because,1.3
77,bed,1.16
78,bilateral,1.67
79,birth,1.08
80,bit,1.25
81,bleeding,1.13
82,blood,1.35
83,bow,1.38
84,care,0.89
85,case,1.35
86,cc,1.5
87,chair,1.01
88,chest,1.62
89,chronic,1.56
90,clear,1.82
91,clinic,1.32
92,clinics,0.87
93,coa,1.47
94,concussion,0.43
95,contaminated,1.69
96,count,1.48
97,course,1.5
98,courses,1.28
99,cry,1.47
100,d,0.84
101,dates,1.1
102,day,1.05
103,deficit,1.52
104,dentist,0.52
105,dictated,1.02
106,diet,1.09
107,diffuse,1.43
108,discharge,1.78
109,discharged,1.43
110,doctor,1.12
111,doctors,0.91
112,dose,1.26
113,double,1.16
114,dr,0.37
115,dressing,1.69
116,drug,1.07
117,drugs,1.16
118,emergency,0.36
119,estimated,1.42
120,ex,1.27
121,exploration,1.81
122,extended,1.2
123,extra,1.46
124,ff,1.84
125,field,1.15
126,five,1.15
127,focal,1.22
128,follow,1.75
129,followed,0.37
130,following,1.07
131,forensic,0.42
132,four,1.13
133,gallo,1.82
134,he,1.02
135,heal,0.25
136,heart,1.32
137,hee,1.96
138,hem,1.14
139,his,0.52
140,history,1.49
141,hiv,1.37
142,home,1.47
143,hop,1.68
144,hospital,1.26
145,illicit,1.63
146,increase,1.19
147,induced,1.31
148,injury,0.47
149,intact,1.83
150,job,0.54
151,k,1.62
152,knife,1.83
153,knives,1.19
154,lac,1.64
155,lap,1.37
156,las,1.13
157,left,1.62
158,line,1.11
159,loss,1.46
160,m,1.06
161,main,0.74
162,male,1.29
163,management,1.05
164,md,0.23
165,med,0.97
166,mentioned,0.62
167,met,1.01
168,mr,2.53
169,ms,1.99
170,murder,1.08
171,narcotics,1.24
172,neurological,1.42
173,norm,1.66
174,nurse,1.5
175,nursing,1.21
176,old,1.47
177,operating,1.54
178,operation,1.41
179,oriented,1.75
180,oro,1.67
181,ox,1.53
182,pain,1.28
183,painful,1.03
184,pal,1.29
185,patient,1.17
186,penetrate,1.25
187,performed,1.15
188,persistent,0.97
189,pharmacy,0.99
190,phone,0.39
191,physical,1.08
192,physician,0.53
193,placement,1.14
194,plan,1.11
195,planned,0.23
196,planning,0.26
197,plans,1.1
198,plate,1.33
199,post,1.3
200,practitioner,1.55
201,prescribed,0.42
202,prescription,1.56
203,pressure,1.78
204,pri,1.19
205,primary,1.6
206,pro,1.07
207,progressive,1.28
208,psychologist,0.24
209,pt,1.41
210,pulse,1.29
211,pupil,1.41
212,pupils,1.55
213,quadrant,1.79
214,reactive,1.87
215,rec,1.15
216,recommended,1.22
217,regime,1.6
218,respiratory,1.23
219,room,1.42
220,service,1.29
221,sex,1.27
222,sic,1.95
223,specialist,0.38
224,stabbed,1.42
225,stability,0.97
226,stable,1.59
227,staple,1.83
228,staples,2.02
229,stated,1.12
230,status,1.57
231,stomach,1.07
232,sub,1.13
233,surgeon,0.3
234,surgery,1.39
235,surgical,1.09
236,t,1.56
237,tender,1.61
238,term,1.01
239,therapist,0.37
240,tone,1.14
241,toxic,1.51
242,transferred,1.2
243,trauma,2.06
244,traumatic,1.44
245,up,1.01
246,ups,0.23
247,urine,1.43
248,v,1.58
249,walk,1.09
250,walking,1.35
251,wheelchair,1.78
252,white,1.4
253,wound,1.34
254,wounds,1.04
255,x,1.25
