,term,weight
0,##2,1.35
1,##4,1.26
2,##6,1.47
3,##8,1.44
4,##ab,1.74
5,##ac,1.3
6,##act,1.51
7,##ade,1.49
8,##adia,1.09
9,##aia,2.31
10,##ail,2.31
11,##ano,1.43
12,##ark,1.44
13,##art,2.06
14,##asi,1.53
15,##ated,1.04
16,##azi,1.36
17,##biotic,1.22
18,##bri,1.29
19,##c,1.52
20,##cent,1.46
21,##ces,1.36
22,##chy,1.23
23,##cine,1.37
24,##cm,1.06
25,##co,0.84
26,##cona,2.0
27,##cos,1.42
28,##cr,1.15
29,##ctive,1.37
30,##cton,1.77
31,##cum,1.71
32,##cus,1.2
33,##d,1.09
34,##den,1.22
35,##dim,1.27
36,##du,1.37
37,##dy,1.06
38,##eli,1.23
39,##emia,2.1
40,##ened,1.08
41,##enter,1.11
42,##entes,2.27
43,##ential,1.25
44,##eo,1.47
45,##ergy,1.49
46,##ert,1.38
47,##esis,1.2
48,##eth,1.4
49,##f,1.15
50,##fa,1.4
51,##far,1.59
52,##ff,1.55
53,##fus,1.18
54,##g,1.81
55,##gb,1.15
56,##ge,1.21
57,##gf,1.15
58,##git,1.79
59,##gnant,1.38
60,##h,1.29
61,##had,1.92
62,##har,1.45
63,##hg,1.45
64,##hl,1.89
65,##ho,1.06
66,##hom,1.65
67,##ica,1.55
68,##ici,1.41
69,##idi,1.35
70,##iol,0.39
71,##iology,0.72
72,##iro,1.79
73,##is,1.2
74,##it,1.34
75,##ix,1.75
76,##jun,1.51
77,##kot,1.22
78,##lab,1.35
79,##lation,1.27
80,##ler,1.54
81,##let,1.31
82,##lic,1.0
83,##lin,1.04
84,##line,1.06
85,##llin,1.37
86,##llins,1.5
87,##load,1.4
88,##logist,0.57
89,##lon,1.62
90,##los,1.14
91,##lta,1.36
92,##met,1.2
93,##mit,1.39
94,##ml,1.58
95,##moral,1.88
96,##nami,1.84
97,##ning,1.13
98,##nis,1.67
99,##no,1.28
100,##nos,1.23
101,##nosis,1.27
102,##oca,1.2
103,##oh,1.41
104,##olio,1.59
105,##omi,1.57
106,##ona,1.11
107,##oped,1.16
108,##ora,1.55
