,term,weight
0,##able,1.11
1,##ace,1.31
2,##amp,1.72
3,##ane,1.87
4,##aneous,1.53
5,##ant,1.08
6,##ara,1.23
7,##asi,2.14
8,##ava,1.86
9,##avian,1.67
10,##bas,1.23
11,##bn,1.51
12,##bri,1.39
13,##bu,1.15
14,##bula,1.36
15,##cap,1.27
16,##cd,1.65
17,##cer,1.12
18,##ci,1.23
19,##cona,1.71
20,##cta,1.74
21,##cton,2.18
22,##cut,1.46
23,##d,0.94
24,##din,1.59
25,##ea,1.95
26,##ega,1.38
27,##ema,1.48
28,##emia,1.14
29,##ergy,1.46
30,##eur,1.58
31,##f,1.34
32,##fa,1.02
33,##far,1.74
34,##ff,1.26
35,##fication,1.45
36,##filtration,1.79
37,##flow,1.28
38,##ft,1.4
39,##fusion,1.31
40,##g,1.62
41,##gly,1.54
42,##gni,2.17
43,##hala,1.11
44,##hale,1.54
45,##hd,1.8
46,##hee,1.43
47,##het,1.41
48,##hini,1.49
49,##hom,1.77
50,##ig,1.25
51,##ila,1.18
52,##ill,1.35
53,##ilo,1.75
54,##inate,1.29
55,##ine,1.28
56,##ir,1.57
57,##iro,1.7
58,##ital,1.65
59,##ium,1.07
60,##ix,1.95
61,##j,1.8
62,##lab,1.34
63,##lal,1.11
64,##ld,1.84
65,##lem,1.53
66,##ler,1.19
67,##lic,1.14
68,##ling,1.42
69,##lite,1.65
70,##lizer,1.27
71,##llation,1.05
72,##llin,1.27
73,##llins,1.4
74,##ln,1.67
75,##load,1.5
76,##lu,1.27
77,##maker,1.22
78,##mia,1.08
79,##mine,1.48
80,##mit,1.12
81,##moral,1.96
82,##ness,0.88
83,##net,1.31
84,##nia,1.2
85,##nis,1.56
86,##no,1.34
87,##nosis,1.34
88,##nous,1.44
89,##ob,1.04
90,##od,1.29
91,##oda,1.53
92,##oka,1.66
93,##oki,1.89
94,##ola,1.71
95,##ona,1.26
96,##op,0.93
97,##ored,1.4
98,##oria,1.62
99,##ot,1.13
100,##ote,1.46
101,##otho,2.04
102,##pa,1.42
103,##pathy,1.34
104,##pati,1.38
105,##patient,1.92
106,##ph,0.85
107,##phic,1.08
108,##pi,1.68
109,##pid,1.82
110,##pit,1.26
111,##pm,1.05
112,##pp,1.29
113,##pr,1.49
114,##rac,1.51
115,##rat,1.33
116,##rba,1.7
117,##rial,1.17
118,##ric,1.22
119,##rin,1.43
120,##rino,1.26
121,##rius,2.09
122,##rone,1.35
123,##rop,1.06
124,##rr,1.33
125,##rri,1.61
126,##rro,1.95
127,##rti,1.21
128,##sol,1.48
129,##son,1.53
130,##sp,1.14
131,##sta,1.33
132,##sten,1.33
133,##sto,1.33
134,##tat,1.74
135,##tens,1.08
136,##terol,1.36
137,##tial,1.47
138,##tica,1.95
139,##tify,1.36
140,##tin,1.18
141,##tine,1.27
142,##tone,1.09
143,##tre,1.31
144,##u,1.26
145,##uation,1.59
146,##uit,1.21
147,##ulo,1.19
148,##uma,1.62
149,##up,0.98
150,##ure,1.86
151,##urg,1.43
152,##uri,1.44
153,##uria,1.63
154,##usa,1.11
155,##usion,1.2
156,##ut,1.9
157,##v,1.37
158,##vas,1.57
159,##ve,1.68
160,##vo,1.19
161,##x,1.44
162,##xon,1.67
163,##yn,1.12
164,##yo,1.51
165,##yp,1.6
166,##ysis,1.56
167,##ytic,1.13
168,##zia,1.49
169,##zone,1.61
170,%,1.14
171,100,1.31
172,110,1.54
173,121,1.25
174,125,1.1
175,135,1.9
176,250,1.23
177,30,1.1
178,325,1.49
179,5,1.17
180,70,1.46
181,70s,1.22
182,80,1.35
183,81,1.94
184,90,1.03
185,aa,1.77
186,abnormal,1.2
187,accessory,1.21
188,act,1.16
189,acute,1.99
190,address,0.78
191,admission,1.98
192,admitted,1.49
193,aero,1.65
194,afi,1.18
195,al,1.25
196,alert,1.2
197,all,1.21
198,allergic,1.23
199,ami,1.67
200,anterior,1.32
201,ao,1.71
202,apical,1.79
203,appointment,1.14
204,appointments,1.03
205,apt,1.17
206,arch,1.34
207,as,1.5
208,asa,1.28
209,ate,1.73
210,atrium,1.57
211,aug,1.35
212,av,1.86
213,basal,2.0
214,baseline,1.63
215,basil,2.24
216,bed,1.16
217,bid,1.58
218,binding,1.53
219,bo,1.23
220,border,1.38
221,bp,1.29
222,br,1.35
223,breath,1.6
224,breathing,0.87
225,bro,1.19
226,bull,1.52
227,c,1.39
228,cab,1.85
229,cad,1.72
230,cal,1.18
231,cane,1.83
232,cap,1.71
233,capacity,1.55
234,capsule,1.39
235,card,0.69
236,cardiac,1.16
237,carved,1.85
238,cat,1.25
239,cavity,1.66
240,cc,1.64
241,ce,1.19
242,ch,1.64
243,chamber,1.16
244,changed,1.27
245,che,0.91
246,chest,1.49
247,chew,1.49
248,chief,1.36
249,chill,1.92
250,chloride,1.51
251,chronic,1.77
252,ck,1.05
253,clinic,0.93
254,code,1.77
255,coherent,1.3
256,colon,1.28
257,complaint,1.6
258,compliance,1.57
259,conduct,1.54
260,congestion,2.21
261,consolidate,1.2
262,consolidation,1.82
263,continue,0.78
264,cop,2.28
265,corona,1.26
266,cough,1.39
267,course,1.31
268,cp,1.22
269,crack,1.13
270,cv,1.96
271,d,1.11
272,daily,1.3
273,day,0.86
274,decreased,1.45
275,definite,1.66
276,dependent,1.74
277,depressed,1.71
278,der,1.14
279,device,0.75
280,devices,1.08
281,di,1.5
282,dial,1.71
283,dil,1.67
284,discharge,1.94
285,discharged,1.29
286,discontinued,1.83
287,diseases,0.73
288,disposition,1.36
289,divert,1.66
290,do,1.39
291,dose,1.21
292,drip,1.7
293,drug,1.1
294,dry,1.51
295,dual,1.63
296,echo,1.27
297,ed,1.27
298,elderly,1.23
299,empirical,1.89
300,ems,1.74
301,escape,1.42
302,every,1.04
303,ex,1.29
304,extra,1.63
305,factors,1.3
306,failure,1.51
307,fatigue,1.35
308,fe,1.2
309,fever,1.53
310,filled,1.17
311,five,0.8
312,flare,1.94
313,flu,1.69
314,fluid,1.58
315,focal,1.63
316,follow,1.5
317,following,0.76
318,for,0.78
319,free,1.62
320,function,1.19
321,functions,1.11
322,fur,1.19
323,gap,1.35
324,glucose,1.25
325,go,1.8
326,gt,2.3
327,hc,1.35
328,hd,2.24
329,heart,1.45
330,hem,1.22
331,her,1.28
332,history,1.59
333,home,1.66
334,hospital,1.6
335,hospitals,1.15
336,hs,1.27
337,hyper,1.16
338,i,1.44
339,ic,1.59
340,iii,1.12
341,implant,1.19
342,in,1.28
343,infiltrate,1.41
344,initiated,1.18
345,instructions,0.96
346,inter,1.21
347,interactive,1.44
348,internal,1.64
349,intervention,1.21
