,term,weight
0,##24,1.29
1,##6,1.14
2,##ad,1.09
3,##ani,1.41
4,##anial,1.66
5,##ara,1.32
6,##ark,1.17
7,##bing,1.21
8,##bula,1.61
9,##cci,1.12
10,##ci,1.36
11,##copic,1.36
12,##cta,1.32
13,##din,1.31
14,##don,1.18
15,##ec,1.14
16,##ection,1.34
17,##ega,1.48
18,##ema,1.28
19,##ergy,1.49
20,##eti,1.13
21,##fen,0.92
22,##front,2.01
23,##g,1.32
24,##genic,1.7
25,##ger,1.38
26,##gm,1.47
27,##hal,1.51
28,##hen,1.88
29,##hmi,1.34
30,##hy,1.16
31,##ill,1.19
32,##inen,1.26
33,##iology,0.73
34,##iom,1.88
35,##iro,1.89
36,##ision,1.71
37,##ix,1.56
38,##line,1.11
39,##los,1.28
40,##lva,1.64
41,##maker,1.34
42,##meter,1.2
43,##mit,0.78
44,##my,1.33
45,##ne,1.11
46,##no,1.12
47,##oc,1.16
48,##oco,1.86
49,##oid,1.48
50,##ol,1.16
51,##ole,1.14
52,##op,1.17
53,##oto,1.47
54,##ova,2.02
55,##p,0.78
56,##pati,1.12
57,##pp,1.48
58,##race,1.6
59,##raz,1.76
60,##rco,1.31
61,##rgo,1.52
62,##rh,1.17
63,##rno,1.51
64,##roid,1.37
65,##rol,1.76
66,##rop,1.48
67,##rti,1.15
68,##sar,1.24
69,##so,1.27
70,##sor,1.24
71,##sp,1.09
72,##sso,1.43
73,##sur,1.3
74,##tam,1.14
75,##tan,1.35
76,##tat,1.66
77,##tine,1.7
78,##top,1.11
79,##tre,1.12
80,##tri,1.27
81,##tub,1.16
82,##ture,1.32
83,##uba,1.74
84,##uma,1.41
85,##up,0.87
86,##uro,1.16
87,##usa,1.39
88,##vas,1.59
89,##vil,1.38
90,##yna,1.29
91,10,1.4
92,160,1.17
93,250,1.28
94,40,1.42
95,62,1.15
96,absent,1.14
97,admission,1.68
98,adverse,1.36
99,after,1.03
100,alert,1.22
101,allergic,1.18
102,along,1.12
103,appointment,1.25
104,appointments,1.0
105,ate,1.3
106,attended,1.14
107,awake,1.11
108,bed,1.27
109,beds,1.11
110,before,0.89
111,bend,0.96
112,bending,1.07
113,bent,0.94
114,bid,1.85
115,bilateral,2.07
116,birth,1.09
117,blood,0.78
118,bony,1.42
119,brady,1.37
120,brain,1.94
121,brains,1.57
122,building,0.67
123,bus,1.24
124,c,1.41
125,ca,1.11
126,call,1.02
127,cancer,1.16
128,cap,1.12
129,capsule,1.12
130,card,0.44
131,cardiac,1.38
132,change,1.15
133,changed,0.89
134,changes,0.71
135,check,0.97
136,chief,1.31
137,clear,1.2
138,clearance,1.64
139,cleared,1.46
140,clinic,1.89
141,clinics,1.3
142,club,1.3
143,coherent,1.42
144,cola,1.29
145,complaint,1.6
146,complaints,1.22
147,completed,0.55
148,comprehension,1.53
149,confrontation,1.66
150,confused,1.18
151,consciousness,1.28
152,contrast,2.4
153,coordination,1.09
154,cover,0.98
155,cr,1.18
156,ct,2.32
157,daily,1.31
158,dates,1.15
159,dec,1.09
160,delayed,1.51
161,dex,1.21
162,diameter,1.34
163,directions,0.79
164,discharge,2.09
165,discharged,1.53
166,disk,1.33
167,disposition,1.72
168,dos,1.18
169,dose,1.34
170,drainage,0.83
171,drift,1.65
172,drive,0.83
173,driving,1.18
174,ed,1.08
175,elect,1.24
176,electro,1.18
177,emergency,1.55
178,equal,1.16
179,examination,1.28
180,excessive,0.94
181,exercise,0.87
182,expected,1.13
183,extended,1.23
184,extra,1.36
185,face,1.16
186,fate,1.19
187,fever,1.63
188,fiber,0.93
189,fluent,1.96
190,focal,1.64
191,focus,1.53
192,follow,1.3
193,free,1.19
194,frontal,2.01
195,full,1.26
196,fund,1.57
197,general,0.9
198,hair,1.06
199,handed,1.58
200,he,1.42
201,head,1.98
202,headquarters,0.45
203,hear,0.51
204,heard,0.51
205,hearing,0.79
206,heart,1.27
207,hee,1.27
208,hem,1.43
209,his,1.45
210,history,1.47
211,home,1.66
212,hospital,0.91
213,house,1.34
214,ib,0.89
215,ic,1.3
216,impression,1.98
217,impressions,1.22
218,inc,1.13
219,incentive,1.88
220,incentives,1.33
221,independent,1.14
222,instructions,1.3
223,intact,2.24
224,interactive,1.36
225,intermittent,1.42
226,invasive,1.54
227,irregular,1.64
228,irritation,1.2
229,jerk,1.4
230,ka,1.25
231,ke,1.09
232,language,1.4
233,languages,1.17
234,left,1.8
235,les,1.78
236,lev,1.7
237,lifting,1.1
238,likely,1.18
239,located,1.24
240,long,1.41
241,major,1.4
242,margins,1.27
243,mass,1.61
244,medication,1.11
245,men,1.23
246,met,1.6
247,mg,1.41
248,mid,1.46
249,milk,1.23
250,mm,1.19
251,mo,1.02
252,moderate,1.22
253,motor,1.22
254,mri,1.62
