,term,weight
0,##ag,0.98
1,##bc,1.3
2,##bol,1.2
3,##bri,1.91
4,##bus,1.19
5,##cco,1.37
6,##ce,1.63
7,##cit,1.65
8,##co,1.09
9,##cre,1.34
10,##din,1.6
11,##ea,1.33
12,##ean,1.24
13,##end,1.22
14,##ergy,1.49
15,##esis,1.37
16,##eur,1.5
17,##fus,1.06
18,##g,1.16
19,##hc,1.27
20,##hos,1.75
21,##hs,1.12
22,##ici,1.45
23,##ill,1.32
24,##ix,1.58
25,##llin,1.33
26,##llins,1.53
27,##lo,1.21
28,##lor,1.28
29,##no,1.2
30,##oca,1.19
31,##oh,1.28
32,##omy,1.25
33,##orted,1.33
34,##ote,1.28
35,##otti,1.15
36,##ove,1.37
37,##pit,1.59
38,##pt,1.32
39,##quin,1.97
40,##r,1.39
41,##ril,1.34
42,##rr,1.08
43,##stone,1.46
44,##time,1.04
45,##tine,1.12
46,##tum,1.29
47,##u,0.98
48,##uma,1.6
49,##xy,1.36
50,##yp,1.16
51,##zziness,1.17
52,100,1.57
53,106,1.21
54,15,1.11
55,200,1.52
56,28,1.53
57,30,1.43
58,325,1.04
59,7,1.06
60,abd,1.42
61,admission,1.71
62,admitted,1.28
63,afi,1.22
64,allergic,1.21
65,anal,1.5
66,anti,0.99
67,apical,1.59
68,appetite,1.22
69,appointment,0.96
70,arthritis,1.18
71,ate,1.69
72,attempts,1.04
73,attended,1.15
74,bed,1.22
75,bleed,1.43
76,bleeding,1.19
77,blood,1.37
78,border,1.36
79,bow,1.49
80,brief,1.34
81,bright,2.03
82,bs,1.15
83,capsule,2.0
84,cardiac,1.12
85,chief,1.29
86,chill,1.7
87,chronic,1.63
88,ck,1.3
89,co,1.1
90,cola,2.16
91,colon,1.8
92,complaint,1.67
93,complaints,1.17
94,controlled,1.45
95,course,1.37
96,courses,1.22
97,ct,1.21
98,dark,1.25
99,dates,1.18
100,delayed,1.31
101,diagnosis,1.1
102,diet,1.26
103,dietary,1.06
104,discharge,1.96
105,discharged,1.68
106,disposition,1.98
107,dizzy,1.39
108,dos,1.06
109,dose,1.21
110,drug,1.02
111,er,1.48
112,extended,1.65
113,facility,0.94
114,fate,1.39
115,fever,1.49
116,ff,1.87
117,fis,1.13
118,follow,1.37
119,gall,1.76
120,gi,1.95
121,glucose,1.07
122,hc,1.8
123,hd,2.14
124,history,1.27
125,hospital,1.14
126,hydro,1.37
127,ic,1.48
128,illicit,1.4
129,in,1.45
130,initial,1.46
131,instructions,1.07
132,invasive,1.41
133,k,1.18
134,knee,1.84
135,knees,1.23
136,las,1.35
137,left,1.85
138,lid,0.97
139,lower,1.41
140,major,1.25
141,marriage,1.25
142,married,1.25
143,mb,1.07
144,md,1.05
145,medication,1.09
146,men,1.12
147,mg,1.41
148,mr,1.69
149,nad,1.29
150,nausea,1.29
151,occasional,1.16
152,p,1.1
153,pain,1.33
154,pan,1.33
155,pc,1.93
156,pe,1.08
157,pen,1.6
158,per,1.48
159,physical,1.52
160,pl,1.48
161,placement,1.19
162,po,1.54
163,pr,1.33
164,prescribed,0.95
165,primary,1.45
166,proton,1.79
167,pt,1.84
168,q,1.39
169,rd,1.49
170,rec,1.55
171,recent,1.08
172,recently,1.1
173,red,1.55
174,reddish,1.13
175,ref,1.12
176,rehab,1.81
177,rehabilitation,1.48
178,res,1.17
179,resume,1.59
180,reverse,1.5
181,rr,1.24
182,seton,2.49
183,sex,1.3
184,si,1.98
185,soaking,1.66
186,social,1.39
187,soda,1.26
188,stabilize,1.2
189,stabilized,1.17
190,stable,1.14
191,stomach,1.1
192,stool,1.69
193,strings,1.09
194,surgery,1.4
195,surgical,1.21
196,syn,1.45
197,tablet,1.2
198,therapy,1.15
199,toilet,1.59
200,trans,1.36
201,transferred,1.06
202,turn,1.14
203,twice,1.08
204,units,1.26
205,urine,1.06
206,vitamin,1.58
