,term,weight
0,##ad,1.64
1,##ame,1.3
2,##ane,1.56
3,##anial,1.53
4,##ano,1.65
5,##ant,1.52
6,##ato,0.81
7,##ax,1.15
8,##bri,1.46
9,##bula,1.9
10,##cha,1.61
11,##cho,1.07
12,##ciency,1.24
13,##cin,1.38
14,##cology,1.21
15,##com,1.35
16,##cona,1.72
17,##cor,1.65
18,##cous,1.23
19,##ct,1.2
20,##cta,1.72
21,##dine,1.07
22,##dur,2.05
23,##ea,1.51
24,##ection,1.45
25,##ega,1.72
26,##ema,1.49
27,##emia,1.08
28,##erative,1.31
29,##eta,1.53
30,##far,1.64
31,##ff,1.34
32,##fication,1.3
33,##fle,1.92
34,##fusion,1.2
35,##gen,1.21
36,##gram,1.34
37,##hal,1.46
38,##hyl,1.44
39,##i,0.91
40,##iation,1.2
41,##idi,1.38
42,##inal,1.33
43,##ine,1.06
44,##ition,1.34
45,##itis,1.35
46,##itor,1.77
47,##ix,1.85
48,##ject,2.04
49,##ler,1.62
50,##lete,1.14
51,##lic,1.26
52,##llation,1.34
53,##llin,1.21
54,##lo,0.91
55,##logic,1.31
56,##lor,1.05
57,##lta,1.6
58,##ly,1.23
59,##mal,1.17
60,##mit,1.04
61,##mity,1.12
62,##oca,1.04
63,##ocation,1.39
64,##oin,1.4
65,##ol,1.5
66,##oni,1.73
67,##ono,1.37
68,##opa,1.27
69,##oth,1.15
70,##patient,1.97
71,##pha,1.22
72,##pi,1.45
73,##pp,1.55
74,##pr,1.39
75,##quist,1.23
76,##raz,1.38
77,##rence,1.23
78,##rial,1.3
79,##rim,1.64
80,##rin,1.28
81,##rol,1.62
82,##ron,1.64
83,##rs,1.19
84,##rth,1.15
85,##sl,1.25
86,##son,1.41
87,##sta,1.22
88,##static,1.67
89,##sto,1.68
90,##ten,1.12
91,##tens,1.21
92,##tension,1.0
93,##terol,1.23
94,##tha,1.05
95,##tin,1.46
96,##tis,1.3
97,##tone,1.42
98,##tones,1.25
99,##tre,1.42
100,##tu,1.1
101,##uf,1.21
102,##uli,1.85
103,##uration,1.27
104,##uro,1.16
105,##usa,1.26
106,##vers,1.47
107,##x,1.33
108,##ym,1.06
109,##ythe,1.12
110,##zi,1.26
111,##zine,1.72
112,##zo,1.51
113,151,1.4
114,200,1.41
115,25,1.07
116,30,1.28
117,300,1.06
118,90s,1.19
119,ability,1.04
120,admission,2.23
121,admissions,1.08
122,agitated,1.4
123,aide,1.67
124,album,1.34
125,alert,1.64
126,altered,1.22
127,alzheimer,1.41
128,anterior,1.54
129,appointment,1.29
130,appointments,1.06
131,arms,1.02
132,artery,1.2
133,as,1.18
134,assistant,1.23
135,ate,1.57
136,aus,1.27
137,avail,1.35
138,b,1.14
139,ba,1.43
140,baseline,1.99
141,bilateral,1.99
142,bladder,1.19
143,bow,1.1
144,brain,1.25
145,bu,1.75
146,bun,1.38
147,calcium,1.54
148,cancer,1.23
149,carbonate,1.54
150,care,1.21
151,cell,1.4
152,center,0.89
153,changed,0.99
154,chest,1.68
155,chloride,1.55
156,chronic,1.35
157,ck,1.44
158,clear,1.41
159,clock,0.9
160,coat,1.32
161,coating,1.03
162,cola,1.49
163,complications,1.12
164,conjunction,1.51
165,controlled,1.07
166,corona,1.37
167,count,1.2
168,cr,1.19
169,ct,1.86
170,d,1.7
171,days,0.74
172,dec,1.91
173,decided,1.17
174,dementia,1.96
175,density,1.47
176,develop,1.04
177,dex,1.86
178,diabetes,1.17
179,dil,2.14
180,discharge,2.08
181,discharged,1.64
182,disposition,1.53
183,doctor,0.67
184,dos,1.22
185,dose,1.44
186,drug,0.95
187,ds,1.28
188,e,1.24
189,earlier,1.21
190,ed,1.3
191,ek,1.05
192,elderly,1.17
193,electro,1.42
194,emergency,1.58
195,enter,1.46
196,exam,1.27
197,female,1.27
198,fen,1.91
199,films,1.43
200,flu,1.11
201,follow,1.55
202,following,0.89
203,frontal,1.63
204,greatly,1.39
205,gt,2.05
206,had,1.01
207,hc,1.7
208,head,1.44
209,hem,1.04
210,her,1.49
211,history,1.62
212,home,1.49
213,hospice,2.26
214,hospital,1.39
215,hydra,1.69
216,hydro,1.11
217,hyper,1.13
218,i,1.34
219,im,1.41
220,improve,1.07
221,increase,1.06
222,increased,1.04
223,inferior,1.53
224,inhibitor,0.68
225,intact,1.96
226,intensive,1.85
227,inversion,2.08
228,ke,1.46
229,knee,1.36
230,lab,1.4
231,las,1.49
232,lateral,1.53
233,left,1.5
234,les,1.56
235,lesions,1.3
236,level,1.28
237,lifting,1.23
238,limited,1.48
239,lip,1.2
240,liver,1.5
241,lobe,1.45
242,long,1.38
243,lungs,1.27
244,magnesium,1.51
245,maintain,1.18
246,maintained,1.12
247,mass,1.43
248,maternal,1.19
249,mb,1.37
250,medication,1.29
251,mel,1.28
252,mental,1.28
253,meta,1.6
254,mg,1.44
255,min,1.08
256,mono,1.33
257,move,1.19
258,movement,1.06
259,murmur,1.81
260,nerve,1.11
261,nerves,1.19
