,term,weight
0,##2,1.18
1,##4,1.23
2,##6,1.02
3,##aco,1.38
4,##af,1.17
5,##ani,1.69
6,##ax,1.18
7,##biotic,1.55
8,##bula,1.67
9,##ctic,1.58
10,##ea,1.58
11,##elt,1.55
12,##ema,1.56
13,##ener,1.14
14,##ergy,1.52
15,##eti,1.17
16,##fen,0.95
17,##g,1.39
18,##gb,1.58
19,##genic,1.42
20,##ger,1.39
21,##gf,1.74
22,##gm,1.32
23,##gram,1.17
24,##hc,1.49
25,##hmi,1.3
26,##hone,1.51
27,##id,1.28
28,##ill,1.29
29,##ine,1.58
30,##ion,1.23
31,##ision,1.6
32,##las,1.88
33,##ler,1.69
34,##lus,1.23
35,##mg,0.96
36,##mit,1.14
37,##nator,1.5
38,##nl,1.53
39,##ob,1.32
40,##out,1.19
41,##pati,1.63
42,##patient,1.76
43,##pi,0.92
44,##pit,1.26
45,##race,1.27
46,##rco,1.77
47,##rl,1.55
48,##rp,0.97
49,##son,1.51
50,##sp,1.21
51,##sti,1.45
52,##sur,1.24
53,##tica,1.94
54,##time,0.99
55,##tine,1.22
56,##tre,1.35
57,##tri,1.5
58,##ture,1.79
59,##uation,1.08
60,##urg,1.56
61,##uro,1.21
62,##usa,1.97
63,##v,1.07
64,##vil,1.46
65,##vir,1.47
66,/,1.21
67,100,1.49
68,101,1.26
69,25,1.04
70,34,1.27
71,50,1.15
72,555,1.14
73,79,1.44
74,ace,1.04
75,admission,2.23
76,admissions,0.99
77,admitted,1.18
78,after,1.16
79,allergic,1.21
80,antibiotics,1.2
81,anxiety,1.27
82,ao,1.41
83,appointment,1.0
84,appointments,0.8
85,attended,1.16
86,av,2.5
87,bed,1.06
88,before,1.11
89,bending,0.99
90,bid,2.31
91,bis,1.4
92,bo,1.17
93,bp,1.11
94,brain,1.03
95,brains,0.88
96,calcium,1.65
97,cap,1.48
98,capsule,1.88
99,chair,1.39
100,chief,1.35
101,chloride,1.48
102,clearance,1.25
103,code,1.93
104,cola,1.6
105,complaint,1.68
106,complaints,1.26
107,comprehension,1.55
108,con,1.27
109,congestion,1.98
110,constant,0.77
111,constantly,0.84
112,contrast,1.62
113,count,1.29
114,counter,1.12
115,course,1.11
116,cover,1.24
117,cr,1.49
118,ct,1.25
119,daily,1.1
120,dates,1.16
121,days,0.7
122,defect,1.54
123,defects,1.48
124,delayed,1.38
125,dex,1.27
126,digital,1.3
127,discharge,1.81
128,discharged,1.18
129,disposition,1.16
130,doc,1.83
131,doctor,0.73
132,dos,1.14
133,dose,1.22
134,drainage,1.24
135,driving,0.92
136,drug,0.96
137,elect,1.21
138,entry,1.11
139,excessive,0.9
140,exercise,1.09
141,f,1.14
142,female,1.13
143,fever,1.28
144,fiber,1.14
145,flu,1.63
146,fluent,1.54
147,focal,1.17
148,follow,1.28
149,frontal,1.78
150,gamma,1.82
151,gap,1.66
152,glucose,1.41
153,greater,0.98
154,ha,1.05
155,hair,1.24
156,hc,1.41
157,head,1.03
158,headache,1.34
159,history,1.53
160,hospital,1.21
161,hydro,1.21
162,ib,0.98
163,increase,1.0
164,increased,0.79
165,increasing,1.05
166,infection,0.86
167,instructions,0.92
168,intact,1.84
169,invasive,1.48
170,iv,1.79
171,knife,1.49
172,knives,1.14
173,left,1.62
174,les,1.13
175,lev,1.74
176,lifting,1.14
177,limited,0.95
178,long,1.37
179,magnesium,1.75
180,major,1.42
181,mc,1.84
182,medication,1.21
183,mg,1.41
184,mid,1.17
185,mig,1.01
186,mo,0.99
187,motor,1.65
188,mouth,1.22
189,mri,1.14
190,na,1.16
191,nasal,1.52
192,neurological,1.39
193,nos,1.7
194,ns,1.64
195,numb,1.29
196,nurse,1.26
197,nursing,0.83
198,onset,1.03
199,op,1.43
200,operative,1.06
201,ot,1.12
202,output,1.09
203,over,1.07
204,overnight,1.28
205,pac,2.28
206,pain,1.04
207,painful,0.82
208,pal,1.45
209,panic,1.57
210,past,1.54
211,path,1.12
212,persistent,1.29
213,phosphate,1.57
214,pl,1.57
215,po,1.51
216,pod,1.7
217,post,0.96
218,potassium,1.53
219,practitioner,1.25
220,prescribed,1.26
221,q,1.51
222,radio,1.58
223,radios,1.29
224,rb,1.21
225,rd,1.51
226,red,1.03
227,ref,1.05
228,release,1.01
229,removal,1.27
230,remove,0.75
231,replacement,1.02
232,res,1.4
233,residual,1.55
234,return,1.45
235,see,0.82
236,seizure,1.4
237,seizures,1.45
238,sex,1.33
239,shift,1.26
240,shower,1.61
241,si,2.13
242,site,0.77
243,sites,0.71
244,skull,1.85
245,social,1.28
246,sodium,1.74
247,soft,1.54
248,spray,1.43
249,spraying,1.23
250,stable,1.32
251,staple,1.46
252,staples,1.73
253,status,1.37
254,stereo,2.03
255,stool,1.6
256,su,1.53
257,substitute,1.08
258,supplementary,1.66
259,surgery,0.81
260,surgical,0.84
261,suspension,1.09
262,swelling,0.87
263,swollen,0.82
264,symptoms,0.69
265,tb,1.88
266,tenderness,0.83
267,time,0.73
268,tingle,1.26
269,tingling,1.18
270,transfer,1.21
271,transferred,1.15
272,tremor,1.17
273,urine,1.21
274,void,1.48
275,walking,1.26
276,warning,0.83
277,wash,1.14
278,washing,0.94
279,wb,1.36
280,while,0.91
281,wound,1.23
282,wounds,0.79
