,term,weight
0,##1,1.16
1,##2,1.74
2,##3,1.19
3,##ach,1.17
4,##ache,1.24
5,##ane,1.85
6,##aneous,1.13
7,##anial,1.33
8,##ano,1.09
9,##ap,1.66
10,##atal,1.49
11,##ato,1.23
12,##ax,1.26
13,##bid,1.28
14,##bing,1.1
15,##bu,1.51
16,##ce,0.96
17,##che,1.86
18,##cia,1.53
19,##cin,1.21
20,##co,1.23
21,##cos,1.48
22,##cous,1.74
23,##cta,1.72
24,##ction,1.46
25,##cular,1.39
26,##d,0.95
27,##dur,1.78
28,##ening,1.37
29,##ert,1.75
30,##esthesia,1.38
31,##f,1.0
32,##far,1.99
33,##g,1.25
34,##gia,1.17
35,##gly,1.59
36,##gno,1.15
37,##hala,1.13
38,##hale,1.14
39,##head,1.19
40,##hee,1.59
41,##hen,1.57
42,##hetic,1.25
43,##hm,1.88
44,##hon,1.23
45,##hyl,1.44
46,##ible,1.11
47,##ico,1.06
48,##ific,1.32
49,##ila,1.21
50,##ina,1.36
51,##ix,1.36
52,##ject,1.85
53,##la,0.97
54,##lets,1.14
55,##line,1.48
56,##ling,1.4
57,##lizer,1.93
58,##llary,1.33
59,##lm,1.08
60,##logist,1.17
61,##ly,1.11
62,##meter,1.45
63,##mia,1.61
64,##mut,1.74
65,##nch,1.72
66,##ndi,1.57
67,##nea,1.19
68,##nia,1.69
69,##nis,1.87
70,##nous,1.26
71,##nt,1.32
72,##nu,1.49
73,##oc,1.71
74,##oca,1.35
75,##od,0.96
76,##odon,1.33
77,##of,1.19
78,##oid,1.03
79,##oma,1.2
80,##oni,2.02
81,##ono,1.33
82,##op,1.14
83,##opa,1.63
84,##osis,1.33
85,##oth,1.09
86,##ox,1.28
87,##pac,2.2
88,##par,1.89
89,##patient,1.98
90,##pha,1.19
91,##phy,1.79
92,##pi,1.47
93,##pid,1.4
94,##pine,1.43
95,##piration,1.17
96,##pit,1.64
97,##pp,1.48
98,##py,1.42
99,##q,1.4
100,##quist,1.62
101,##rat,1.22
102,##rator,1.29
103,##raz,1.42
104,##rdial,1.12
105,##red,1.24
106,##rin,1.14
107,##ro,1.23
108,##roid,1.58
109,##roids,1.07
110,##rol,1.66
111,##rop,1.38
112,##ryl,1.46
113,##ryn,1.58
114,##scu,1.34
115,##se,1.34
116,##son,1.26
117,##tens,1.21
118,##terol,1.23
119,##thy,0.87
120,##tia,1.4
121,##tica,1.63
122,##time,1.34
123,##tra,1.38
124,##tre,1.58
125,##tub,1.75
126,##u,1.49
127,##uba,2.2
128,##uk,1.57
129,##una,1.8
130,##up,0.96
131,##ura,1.67
132,##uration,1.36
133,##ure,1.31
134,##uria,1.44
135,##uro,1.15
136,##v,1.17
137,##vas,1.44
138,##vc,2.11
139,##yp,1.12
140,##ys,1.25
141,##yse,1.28
142,##yt,1.58
143,##ze,1.4
144,##zen,1.67
145,##zi,1.31
146,%,1.16
147,11,1.29
148,125,1.3
149,325,1.57
150,81,1.43
151,able,1.1
152,accommodation,1.11
153,admission,1.96
154,affect,1.14
155,air,0.96
156,airways,1.24
157,alcohol,1.34
158,allergic,1.52
159,alleviate,1.25
160,ang,1.62
161,ankle,1.14
162,apparent,1.56
163,as,1.23
164,assess,1.14
165,assessed,1.21
166,ate,1.55
167,ax,1.36
168,axis,1.26
169,back,1.05
170,bed,1.16
171,bilateral,1.59
172,birth,1.15
173,bis,1.14
174,block,1.07
175,blood,1.13
176,blunt,2.24
177,breath,1.46
178,breathing,1.11
179,bro,1.63
180,calculated,1.12
181,cardiovascular,1.28
182,cat,1.17
183,ce,1.35
184,cell,1.05
185,cells,0.99
186,chair,1.71
187,chairs,1.24
188,che,1.56
189,chest,1.59
190,chill,1.7
191,chronic,1.59
192,ck,2.64
193,club,1.25
194,code,1.17
195,cognition,1.44
196,complaints,1.36
197,cop,2.09
198,cord,1.38
199,count,1.46
200,course,1.67
201,courses,1.3
202,cp,2.22
203,cv,1.74
204,d,1.3
205,dates,1.15
206,deco,1.64
207,defects,1.18
208,depressed,1.6
209,depression,1.06
210,diabetes,0.98
211,diagnosis,1.06
212,dil,1.53
213,discharge,1.75
214,discharged,1.39
215,discontinued,1.47
216,disk,1.73
217,distress,1.6
218,dose,1.23
219,dry,1.67
220,ek,1.25
221,elbow,1.12
222,elderly,1.53
223,electro,1.43
224,emergency,1.24
225,eminent,2.18
226,empty,1.58
227,endurance,1.58
228,episode,1.16
229,evidence,1.16
230,ex,1.17
231,exam,1.24
232,exchange,1.13
233,extra,1.46
234,f,1.67
235,failure,1.4
236,fe,1.4
237,female,1.22
238,fever,1.43
239,final,1.3
240,flare,1.94
241,flex,1.58
242,flow,1.24
243,flu,1.13
244,foley,1.6
245,follow,1.69
246,fraction,1.91
247,frontal,1.6
248,functional,1.16
249,gas,1.33
250,glucose,1.48
251,gross,1.22
252,head,1.93
253,heart,1.35
254,hemisphere,1.52
255,her,1.43
256,hi,1.13
257,hip,1.25
258,history,1.51
259,home,1.36
260,hospital,1.5
261,hydro,1.39
262,hyper,1.55
263,imaging,1.2
264,improve,1.3
265,induced,1.51
266,infiltrate,1.37
267,inflammatory,1.38
268,inhaled,1.22
269,inhibitor,1.26
270,initial,1.19
271,insulin,1.77
272,int,1.33
273,intact,1.88
274,intensive,1.39
275,intermittent,1.44
276,intervention,1.45
277,interventions,0.81
278,ip,1.17
279,iv,1.2
280,jug,1.94
281,ka,1.29
282,kb,1.68
283,ki,1.21
284,labor,1.55
285,lac,1.29
286,last,0.98
287,le,1.35
288,left,1.35
289,les,1.28
290,lev,1.56
291,lex,2.0
292,lid,1.47
293,likely,1.22
294,liquid,1.23
295,liter,1.39
296,lobe,1.62
297,long,1.3
298,lower,1.27
299,lung,1.27
300,machine,1.16
301,main,1.33
302,maintain,1.27
303,maintained,1.19
304,marked,1.1
305,mask,1.14
306,maxi,2.05
307,mc,1.63
308,md,1.54
309,meal,1.35
310,medication,1.14
311,membranes,1.34
312,mg,1.4
313,mi,1.62
314,mic,2.33
315,micro,1.41
316,mid,1.98
317,mild,1.8
318,mist,1.5
319,mm,1.53
320,mobility,1.21
321,moderate,1.39
322,motor,1.89
323,mri,2.3
324,muscle,1.22
325,muscles,0.82
326,my,0.99
327,narrow,1.35
328,narrowing,1.27
329,nasal,1.23
330,ne,1.23
331,neck,1.53
332,negative,1.67
333,nor,1.47
334,normal,1.39
335,obe,1.22
336,obstruction,1.22
337,off,1.6
338,old,1.46
339,oro,1.65
340,out,1.26
341,oxygen,1.82
342,pal,1.18
343,patient,1.59
344,patients,1.03
345,pc,1.67
346,pediatric,1.12
347,performed,1.23
348,persistent,1.58
349,ph,1.65
350,physical,1.65
351,placed,1.31
352,placement,1.24
353,plate,1.36
354,pneumonia,2.13
355,po,1.76
356,position,0.87
357,positive,1.7
358,post,1.48
359,pr,1.64
360,pre,1.28
361,predicted,1.44
362,present,1.29
363,preserved,1.6
364,pressure,1.69
365,primary,1.66
366,prior,1.25
367,profound,1.85
368,prolonged,1.09
369,proton,2.1
370,pt,1.33
371,pu,1.41
372,puff,2.09
373,pulmonary,1.56
374,pump,1.44
375,pupil,1.34
376,pupils,1.5
377,q,2.1
378,rash,1.65
379,ratio,1.4
380,reactive,1.71
381,recommend,0.9
382,recommended,1.33
383,regime,1.66
384,rehab,1.44
385,rehabilitation,1.74
386,related,1.13
387,respiratory,1.37
388,rest,1.45
389,restrictive,1.55
390,rev,1.57
391,right,1.49
392,rigid,1.48
393,sale,1.28
394,sat,1.37
395,scale,1.46
396,secondary,1.38
397,segment,1.88
398,sell,2.02
399,serial,1.43
400,service,1.15
401,sex,1.32
402,she,1.46
403,short,1.39
404,shovel,1.52
405,si,1.11
406,significantly,1.04
407,silicon,2.38
408,sin,1.28
409,sitting,1.27
410,slide,1.54
411,sliding,1.78
412,smoke,1.26
413,sol,1.29
414,sore,1.69
415,speech,1.51
416,status,1.69
417,ste,2.05
418,stem,1.77
419,strap,1.32
420,strength,1.84
421,strengths,1.16
422,strict,1.65
423,strong,1.12
424,su,1.1
425,sub,1.62
426,sugar,1.01
427,swallow,1.25
428,symptoms,1.24
429,synth,1.9
430,t,1.62
431,ta,1.32
432,tape,2.03
433,temperature,1.24
434,therapist,1.38
435,therapy,1.03
436,thick,1.54
437,throat,1.75
438,tolerate,1.35
439,tr,1.37
440,transmitted,1.13
441,treatment,0.89
442,tu,1.31
443,upper,1.14
444,vent,1.09
445,vocal,1.27
446,walking,1.58
447,we,1.16
448,weak,1.21
449,weakness,1.33
450,white,1.38
451,x,1.27
452,xii,1.13
453,yes,1.0
454,z,1.13
