,term,weight
0,#,1.31
1,##ac,1.34
2,##ace,1.39
3,##ach,1.13
4,##ache,1.31
5,##alo,1.32
6,##ane,1.93
7,##ani,1.73
8,##aq,1.65
9,##ark,1.76
10,##ast,1.6
11,##atal,1.49
12,##ato,1.37
13,##aton,1.18
14,##atory,1.51
15,##az,1.43
16,##b,1.16
17,##bn,1.51
18,##bound,1.62
19,##bu,1.66
20,##cho,1.29
21,##chy,1.29
22,##cin,1.49
23,##cit,1.89
24,##co,1.02
25,##com,1.29
26,##copic,1.22
27,##cr,1.24
28,##cus,1.25
29,##dation,2.0
30,##di,1.23
31,##dro,1.68
32,##ea,1.61
33,##ean,1.69
34,##eda,1.66
35,##ened,1.17
36,##enter,1.63
37,##erative,1.37
38,##ergy,1.56
39,##f,1.25
40,##ff,1.55
41,##fo,1.52
42,##g,1.74
43,##gal,1.25
44,##gb,1.42
45,##git,1.67
46,##gus,1.03
47,##gy,1.18
48,##h,1.29
49,##hala,1.25
50,##hale,1.12
51,##har,1.67
52,##hc,1.68
53,##hee,1.8
54,##hg,1.54
55,##iac,1.15
56,##ible,1.45
57,##ility,1.69
58,##it,1.19
59,##itor,1.67
60,##k,1.69
61,##la,1.26
62,##ler,1.49
63,##lia,1.5
64,##liner,1.72
65,##lization,1.65
66,##lizer,1.51
67,##ln,2.22
68,##lo,1.27
69,##load,1.48
70,##logist,0.46
71,##lor,1.09
72,##mal,1.24
73,##mark,1.65
74,##meter,1.32
75,##na,1.13
76,##nch,1.52
77,##nea,1.54
78,##ni,1.76
79,##nia,1.69
80,##nic,1.58
81,##nis,1.9
82,##nosis,1.3
83,##nr,2.09
84,##nt,1.14
85,##nu,1.19
86,##ob,1.22
87,##ode,1.3
88,##odon,1.51
89,##oid,1.15
90,##ol,1.11
91,##ola,1.47
92,##ole,1.35
93,##ology,0.85
94,##omy,1.34
95,##opa,1.29
96,##ori,1.18
97,##oric,1.6
98,##ose,1.26
99,##osis,1.38
100,##ost,1.3
101,##ote,1.25
102,##oth,1.08
103,##ova,2.08
104,##p,1.21
105,##pati,1.44
106,##phine,1.61
107,##pi,1.39
108,##pid,1.67
109,##pine,1.63
110,##pit,1.4
111,##pm,1.31
112,##pp,1.42
113,##pr,0.95
114,##pse,1.1
115,##py,1.25
116,##r,1.23
117,##raz,1.92
118,##rba,1.7
119,##rem,1.26
120,##roid,1.14
121,##rol,1.48
122,##rop,1.29
123,##rum,1.3
124,##ryn,1.33
125,##sar,1.15
126,##son,0.98
127,##sten,1.42
128,##sti,1.38
129,##sto,1.35
130,##tem,2.25
131,##tens,1.35
132,##tension,1.16
133,##terol,1.52
134,##tica,1.6
135,##time,1.02
136,##tine,1.21
137,##tive,1.24
138,##top,1.32
139,##tro,1.02
140,##tub,1.98
141,##uba,2.41
142,##uen,1.67
143,##uin,1.55
144,##uk,1.53
145,##ulum,1.39
146,##ume,1.46
147,##una,1.82
148,##ura,1.42
149,##ure,1.6
150,##urg,1.31
151,##uria,1.42
152,##uro,1.21
153,##us,1.11
154,##usion,1.24
155,##ut,1.37
156,##v,1.4
157,##va,1.07
158,##vas,1.43
159,##vent,1.14
160,##w,1.12
161,##way,0.97
162,##x,1.7
163,##xon,1.66
164,##yl,1.27
165,##yp,1.29
166,##ys,1.31
167,##yt,1.58
168,##zi,1.47
169,%,1.59
170,05,1.31
171,10,1.24
172,100,0.93
173,103,1.19
174,114,1.27
175,125,1.31
176,142,1.24
177,20,1.11
178,200,1.59
179,22,1.18
180,240,1.07
181,253,1.42
182,30,1.29
183,321,1.53
184,325,1.5
185,345,1.1
186,360,1.48
187,40,1.57
188,450,1.23
189,5,0.94
190,59,1.29
191,750,1.3
192,87,1.31
193,92,1.2
194,activities,1.25
195,activity,1.68
196,acute,1.26
197,admission,2.05
