,term,weight
0,##6,1.12
1,##able,1.04
2,##aga,1.95
3,##alo,1.4
4,##ano,1.18
5,##asi,1.79
6,##ast,1.5
7,##ava,1.92
8,##avi,1.93
9,##bi,1.28
10,##bil,1.53
11,##bill,2.43
12,##bri,1.54
13,##cc,1.41
14,##che,1.7
15,##chy,1.26
16,##cit,1.42
17,##col,1.25
18,##cor,1.24
19,##cta,1.39
20,##ded,1.43
21,##ea,1.11
22,##ema,1.52
23,##eme,1.68
24,##emi,1.51
25,##ergy,1.65
26,##ert,2.02
27,##esis,1.18
28,##eur,1.33
29,##f,1.38
30,##fer,1.13
31,##ff,1.27
32,##form,1.71
33,##fra,1.69
34,##fus,1.62
35,##g,1.55
36,##gram,1.23
37,##hale,1.18
38,##hed,1.66
39,##het,1.22
40,##hg,1.49
41,##hom,1.41
42,##iac,1.73
43,##iam,1.59
44,##ide,1.16
45,##ih,1.51
46,##ila,1.15
47,##ina,1.25
48,##ix,1.9
49,##iz,1.38
50,##jun,1.39
51,##ler,1.38
52,##less,1.41
53,##lip,1.73
54,##lit,1.45
55,##llation,1.26
56,##lu,1.69
57,##lusion,1.41
58,##mat,1.0
59,##mia,1.43
60,##mide,1.07
61,##moral,1.95
62,##nd,1.02
63,##nea,1.69
64,##nes,1.53
65,##nia,1.62
66,##no,1.29
67,##nosis,1.43
68,##nous,1.39
69,##ns,0.99
70,##nting,1.51
71,##oco,2.34
72,##oda,1.54
73,##oki,2.12
74,##olate,1.58
75,##olio,1.91
76,##oma,1.13
77,##oni,1.97
78,##op,1.27
79,##ores,1.46
80,##ors,1.39
81,##ose,1.22
82,##ote,1.57
83,##par,1.53
84,##pas,1.74
85,##pate,1.41
86,##pathy,1.26
87,##pati,1.56
88,##patient,1.75
89,##pd,1.87
90,##phy,1.09
91,##pi,1.53
92,##pon,1.42
93,##posed,1.43
94,##pp,1.92
95,##pr,1.32
96,##ps,1.01
97,##r,1.22
98,##rdi,1.7
99,##red,1.54
100,##rial,1.4
101,##ric,1.25
102,##ril,1.43
103,##rin,1.23
104,##rit,1.1
105,##rom,1.13
106,##rone,1.44
107,##rop,1.05
108,##rta,1.5
109,##rth,1.27
110,##rti,1.49
111,##sin,1.24
112,##sov,2.06
113,##ssa,1.31
114,##sto,1.31
115,##taff,1.76
116,##tat,1.62
117,##tension,1.16
118,##tin,1.12
119,##tine,1.04
120,##tro,1.34
121,##try,1.2
122,##tz,1.74
123,##u,1.39
124,##uba,1.63
125,##uit,1.77
126,##uma,1.17
127,##unda,1.88
128,##ure,1.63
129,##urg,1.52
130,##uria,1.54
131,##usion,1.1
132,##vas,1.28
133,##ve,1.66
134,##vu,1.32
135,##w,1.53
136,##x,1.9
137,##yp,1.55
138,##ys,1.63
139,##zi,1.48
140,##zine,1.72
141,%,1.13
142,109,1.37
143,11,1.27
144,110,1.17
145,192,1.12
146,339,1.07
147,40,1.35
148,400,1.7
149,50,1.07
150,600,1.12
151,75,1.28
152,760,1.4
153,81,1.38
154,abd,2.66
155,absence,1.45
156,absent,1.24
157,abuse,1.25
158,acc,1.7
159,ace,1.34
160,acute,1.58
161,admission,2.2
162,afi,1.4
163,aggressive,1.09
164,akin,1.94
165,alcohol,1.68
166,allergic,1.21
167,alt,1.35
168,ambulance,1.33
169,ami,1.8
170,ang,1.55
171,ao,1.9
172,apex,1.84
173,arrest,1.78
174,arrested,1.37
175,artery,1.36
176,as,1.28
177,associated,1.35
178,at,1.28
179,ate,1.73
180,atrium,1.21
181,b1,1.24
182,back,1.24
183,bas,1.15
184,basal,1.97
185,baseline,1.4
186,beat,1.22
187,became,1.18
188,bedroom,1.14
189,bilateral,1.41
190,bp,1.33
191,br,1.22
192,breakfast,1.7
193,breath,1.09
194,brief,1.77
195,bypass,1.56
196,c,1.77
197,cab,2.32
198,cad,2.51
199,cal,1.0
200,carrying,1.23
201,cat,1.56
202,cats,1.33
203,cavity,1.09
204,cc,1.78
205,central,1.47
206,chair,1.56
207,chairs,1.21
208,chamber,1.33
209,chest,1.77
210,chief,1.46
211,chronic,1.33
212,ck,1.68
213,cm,1.38
214,cold,1.51
215,common,1.5
216,complaint,1.67
217,complaints,1.16
218,compression,1.4
219,conduct,1.71
220,cong,1.38
221,constant,1.48
222,corona,1.54
223,correlation,1.68
224,course,1.56
225,courses,1.3
226,crack,1.61
227,ct,1.2
228,current,1.35
229,cv,1.26
230,d,1.51
231,daily,1.19
232,decline,1.34
233,declined,1.16
234,declining,1.08
235,def,1.18
236,defect,1.26
237,defects,1.29
238,demand,1.55
239,depressed,1.24
240,der,0.99
241,di,1.36
242,diabetes,1.35
243,diagnosis,1.09
244,diagonal,2.09
245,diffuse,1.43
246,dil,1.14
247,dinner,1.27
248,dir,1.34
249,discharge,1.92
250,discharged,1.31
251,discontinued,1.66
252,disease,1.23
253,disposition,1.87
254,distal,1.33
255,documented,1.23
256,dose,1.24
257,drip,1.83
258,drop,1.3
259,drug,1.12
260,dysfunction,1.59
261,ec,1.39
262,echo,1.59
263,ed,1.25
264,elderly,1.22
265,elevated,1.44
266,emerge,1.4
267,ems,1.44
268,enlarged,1.39
269,enzymes,1.19
270,episode,1.14
271,evening,1.19
272,ex,1.38
273,fail,1.08
274,failure,1.48
275,fate,1.29
276,fi,1.28
277,fill,1.3
278,filling,1.25
279,floor,1.47
280,floors,1.22
281,foley,1.71
282,free,1.07
283,frequent,1.54
284,fur,1.16
285,gallo,2.06
286,gallon,1.53
287,gallons,1.16
288,gem,1.39
289,global,1.54
290,glucose,1.02
291,gradient,1.75
292,graf,1.3
293,gt,2.34
294,hc,1.46
295,hd,1.86
296,he,1.35
297,heart,1.28
298,hem,1.1
299,his,1.24
300,history,1.65
301,hospital,1.29
302,hs,1.63
303,hum,1.32
304,hyper,1.48
305,ic,1.17
306,il,1.62
307,imaging,1.23
308,improvement,1.07
309,inhibitor,1.06
310,initiation,1.09
311,inserted,1.25
312,insertion,1.34
313,intermediate,2.42
314,intra,1.35
315,invasive,1.48
316,iso,1.25
317,iv,1.6
318,jug,1.9
319,jump,1.83
320,jumping,1.22
321,ky,1.41
322,lad,2.33
323,lan,1.44
324,las,1.97
325,leaflets,1.26
326,left,1.77
327,les,1.7
328,lev,1.7
329,likely,1.45
330,lima,2.7
331,line,1.24
332,loud,1.23
333,love,1.46
334,lp,1.08
335,major,1.48
336,map,1.34
337,masses,1.17
338,mb,1.22
339,mc,0.99
340,median,1.26
341,medication,1.31
342,met,1.26
343,mg,1.45
344,mi,1.3
345,mid,1.91
346,middle,1.45
347,mild,1.66
348,minimal,1.28
349,mit,1.52
350,moderate,1.69
351,mono,1.01
352,mr,2.52
353,msc,1.29
354,murmur,1.2
355,nad,1.83
356,nausea,1.49
357,ni,1.05
358,night,1.15
359,no,1.19
360,nocturnal,1.57
361,normal,1.3
362,nose,1.11
363,nr,1.29
364,ns,1.84
365,nt,2.35
366,occasional,1.1
367,oriented,1.21
368,os,1.28
369,output,1.16
370,outside,1.31
371,oxygen,1.65
372,p,1.1
373,pain,1.41
374,painful,1.08
375,pal,1.2
376,par,1.01
377,patent,1.78
378,patient,1.22
379,pc,2.02
380,pd,1.4
381,pea,2.44
382,peaking,1.21
383,pending,1.1
384,peripheral,2.14
385,physical,1.29
386,pink,1.68
387,pl,1.43
388,plan,1.6
389,pm,1.53
390,po,1.76
391,pound,1.11
392,premature,2.19
393,press,1.34
394,pressure,1.69
395,primary,1.42
396,proton,1.82
397,pulmonary,1.32
398,pulse,1.03
399,pulses,1.07
400,ra,1.61
401,radiating,1.56
402,ray,1.19
403,rca,1.53
404,recover,1.08
405,recovery,1.15
406,reg,1.29
407,regional,1.38
408,related,1.19
409,renal,1.55
410,replacement,1.6
411,res,0.97
412,resolve,1.39
413,rest,1.39
414,results,1.02
415,retro,1.33
416,rhythm,1.36
417,right,1.57
418,risks,0.97
419,ro,1.35
420,rr,1.33
421,sb,2.07
422,scars,1.03
423,selective,1.89
424,severe,1.31
425,sharp,1.68
426,short,1.45
427,significant,1.56
428,sim,1.4
429,sin,1.78
430,sitting,1.11
431,size,1.14
432,sizes,1.12
433,skin,1.08
434,sl,1.73
435,social,1.93
436,soft,1.7
437,st,1.66
438,stab,1.88
439,stable,1.24
440,ste,1.46
441,stump,1.82
442,sv,2.02
443,sy,1.16
444,symptoms,1.1
445,t,1.47
446,ta,1.38
447,tape,2.02
448,tel,1.55
449,tender,1.02
450,tenderness,1.48
451,term,1.59
452,thick,1.52
453,ti,1.5
454,tissue,1.28
455,tobacco,1.85
456,tolerance,1.22
457,tr,1.42
458,trace,1.44
459,tracing,1.29
460,transfer,1.22
461,transferred,1.64
462,traumatic,1.54
463,ul,1.13
464,unknown,1.56
465,urine,1.14
466,val,1.4
467,valve,1.53
468,vein,1.18
469,vent,1.53
470,vi,1.24
471,vital,1.67
472,walking,1.21
473,water,1.22
474,wave,1.27
475,woke,1.0
476,worse,1.29
477,x,1.31
478,xl,1.72
479,z,1.64
