,term,weight
0,mass,1.79
1,##yo,0.7
2,##uk,1.22
3,straight,2.24
4,bleed,1.22
5,upper,1.11
6,scan,1.49
7,found,1.02
8,long,1.06
9,cm,1.31
10,##ct,1.11
11,vein,0.98
12,increase,1.05
13,##cr,1.18
14,##ema,1.44
15,##oma,1.27
16,##em,0.91
17,sensitive,1.27
18,##cr,1.35
19,##sul,1.41
20,abnormal,1.34
21,right,1.84
22,removal,1.21
23,results,0.99
24,side,1.05
25,ct,1.86
26,tumor,1.31
27,operative,1.2
28,##yte,0.95
29,##plication,1.21
30,microscopic,1.49
31,flat,0.93
32,remove,0.68
33,level,1.06
34,warning,0.98
35,##ite,1.37
36,##omy,1.18
37,dl,1.0
38,surgical,0.68
39,analysis,0.86
40,##pt,1.24
41,##ato,1.63
42,##tur,1.9
43,dangerous,0.91
44,mm,1.31
45,tumor,1.04
46,nausea,1.7
47,hem,1.55
48,centimeters,0.97
49,size,1.27
50,operation,1.14
51,abdomen,1.15
52,##hg,1.54
53,woman,0.95
54,white,1.02
55,stomach,1.12
56,grey,1.08
57,##pati,1.86
58,mass,2.11
59,right,1.72
60,surrounding,0.66
61,hi,1.81
62,##lip,1.48
63,pal,1.5
64,com,0.83
65,around,1.09
66,dark,1.09
67,caused,1.08
68,le,1.04
69,##per,0.97
70,women,0.96
71,hem,1.11
72,masses,1.34
73,##ma,1.14
74,old,1.34
75,urine,1.22
76,##ocytes,1.18
77,##og,0.86
78,surgical,1.11
79,operating,1.27
80,bleeding,1.21
81,ne,1.2
82,##tom,0.98
83,stomach,1.49
84,##or,0.82
85,ana,1.11
86,performed,1.1
87,diameter,1.32
88,ultrasound,1.59
89,position,0.82
90,exploration,1.42
91,bleeding,1.54
92,masses,1.31
93,sensitivity,1.77
94,%,0.93
95,examination,1.04
96,painful,1.04
97,hi,1.35
98,##le,1.01
99,abdomen,1.02
100,developed,1.05
101,pressure,1.91
102,##nea,1.57
103,kidney,1.88
104,admitted,1.37
105,ru,1.44
106,##ure,1.11
107,physical,1.31
108,ultra,1.14
109,renal,1.72
110,life,0.91
111,##re,0.91
112,threatening,1.59
113,patient,1.12
114,ha,1.05
115,surgery,0.89
116,ha,0.99
117,post,0.87
118,hospital,1.06
119,vomit,1.35
120,monitored,0.95
121,veins,1.23
122,##iom,1.22
123,##ph,1.22
124,##opa,1.05
125,abdominal,1.34
126,right,1.82
127,##rh,1.3
128,blood,1.12
129,transferred,1.15
130,##bin,0.91
131,intra,1.56
132,complications,0.72
133,kidney,1.69
134,##ito,1.45
135,admission,1.61
136,flank,2.35
137,retro,2.09
138,increased,1.12
139,ang,1.3
140,color,1.17
141,renal,1.68
142,biological,1.54
143,pain,1.33
144,##cap,1.47
145,58,1.38
146,height,1.12
147,vomiting,1.58
148,room,1.07
149,ur,0.88
