,term,weight
192,ck,2.64
407,silicon,2.38
314,mic,2.33
323,mri,2.3
176,blunt,2.24
202,cp,2.22
87,##pac,2.2
127,##uba,2.2
225,eminent,2.18
354,pneumonia,2.13
138,##vc,2.11
369,proton,2.1
377,q,2.1
372,puff,2.09
197,cop,2.09
417,ste,2.05
306,maxi,2.05
432,tape,2.03
398,sell,2.02
80,##oni,2.02
291,lex,2.0
32,##far,1.99
89,##patient,1.98
316,mid,1.98
153,admission,1.96
240,flare,1.94
280,jug,1.94
252,head,1.93
57,##lizer,1.93
246,fraction,1.91
429,synth,1.9
88,##par,1.89
322,motor,1.89
43,##hm,1.88
397,segment,1.88
273,intact,1.88
69,##nis,1.87
17,##che,1.86
367,profound,1.85
52,##ject,1.85
5,##ane,1.85
420,strength,1.84
341,oxygen,1.82
317,mild,1.8
129,##una,1.8
91,##phy,1.79
411,sliding,1.78
27,##dur,1.78
271,insulin,1.77
418,stem,1.77
355,po,1.76
125,##tub,1.75
437,throat,1.75
29,##ert,1.75
213,discharge,1.75
64,##mut,1.74
1,##2,1.74
203,cv,1.74
22,##cous,1.74
385,rehabilitation,1.74
216,disk,1.73
23,##cta,1.72
65,##nch,1.72
73,##oc,1.71
186,chair,1.71
380,reactive,1.71
190,chill,1.7
357,positive,1.7
414,sore,1.69
68,##nia,1.69
416,status,1.69
364,pressure,1.69
245,follow,1.69
282,kb,1.68
200,course,1.67
144,##zen,1.67
131,##ura,1.67
234,f,1.67
345,pc,1.67
219,dry,1.67
332,negative,1.67
383,regime,1.66
365,primary,1.66
110,##rol,1.66
9,##ap,1.66
350,physical,1.65
339,oro,1.65
378,rash,1.65
349,ph,1.65
422,strict,1.65
359,pr,1.64
96,##pit,1.64
206,deco,1.64
83,##opa,1.63
307,mc,1.63
179,bro,1.63
121,##tica,1.63
296,lobe,1.62
425,sub,1.62
160,ang,1.62
100,##quist,1.62
313,mi,1.62
430,t,1.62
63,##mia,1.61
363,preserved,1.6
244,foley,1.6
337,off,1.6
247,frontal,1.6
217,distress,1.6
208,depressed,1.6
35,##gly,1.59
343,patient,1.59
171,bilateral,1.59
40,##hee,1.59
189,chest,1.59
191,chronic,1.59
142,##yt,1.58
348,persistent,1.58
241,flex,1.58
226,empty,1.58
124,##tre,1.58
227,endurance,1.58
108,##roid,1.58
446,walking,1.58
113,##ryn,1.58
149,325,1.57
41,##hen,1.57
128,##uk,1.57
66,##ndi,1.57
390,rev,1.57
290,lev,1.56
373,pulmonary,1.56
162,apparent,1.56
188,che,1.56
389,restrictive,1.55
166,ate,1.55
262,hyper,1.55
284,labor,1.55
436,thick,1.54
308,md,1.54
410,slide,1.54
331,neck,1.53
18,##cia,1.53
319,mm,1.53
212,dil,1.53
222,elderly,1.53
158,allergic,1.52
254,hemisphere,1.52
404,shovel,1.52
265,induced,1.51
415,speech,1.51
258,history,1.51
15,##bu,1.51
318,mist,1.5
260,hospital,1.5
376,pupils,1.5
126,##u,1.49
10,##atal,1.49
72,##nu,1.49
391,right,1.49
55,##line,1.48
250,glucose,1.48
358,post,1.48
392,rigid,1.48
97,##pp,1.48
21,##cos,1.48
215,discontinued,1.47
92,##pi,1.47
333,nor,1.47
292,lid,1.47
402,she,1.46
233,extra,1.46
177,breath,1.46
395,scale,1.46
199,count,1.46
338,old,1.46
112,##ryl,1.46
24,##ction,1.46
388,rest,1.45
276,intervention,1.45
62,##meter,1.45
137,##vas,1.44
361,predicted,1.44
275,intermittent,1.44
195,cognition,1.44
45,##hyl,1.44
384,rehab,1.44
374,pump,1.44
134,##uria,1.44
223,electro,1.43
94,##pine,1.43
255,her,1.43
399,serial,1.43
150,81,1.43
238,fever,1.43
98,##py,1.42
103,##raz,1.42
315,micro,1.41
371,pu,1.41
235,failure,1.4
93,##pid,1.4
143,##ze,1.4
312,mg,1.4
56,##ling,1.4
379,ratio,1.4
99,##q,1.4
120,##tia,1.4
236,fe,1.4
295,liter,1.39
334,normal,1.39
321,moderate,1.39
261,hydro,1.39
274,intensive,1.39
403,short,1.39
214,discharged,1.39
25,##cular,1.39
267,inflammatory,1.38
111,##rop,1.38
198,cord,1.38
434,therapist,1.38
396,secondary,1.38
450,white,1.38
123,##tra,1.38
30,##esthesia,1.38
439,tr,1.37
387,respiratory,1.37
266,infiltrate,1.37
394,sat,1.37
28,##ening,1.37
51,##ix,1.36
132,##uration,1.36
196,complaints,1.36
167,ax,1.36
259,home,1.36
353,plate,1.36
50,##ina,1.36
309,meal,1.35
438,tolerate,1.35
287,le,1.35
183,ce,1.35
288,left,1.35
74,##oca,1.35
327,narrow,1.35
253,heart,1.35
157,alcohol,1.34
311,membranes,1.34
114,##scu,1.34
375,pupil,1.34
115,##se,1.34
122,##time,1.34
76,##odon,1.33
58,##llary,1.33
272,int,1.33
449,weakness,1.33
301,main,1.33
81,##ono,1.33
382,recommended,1.33
7,##anial,1.33
370,pt,1.33
84,##osis,1.33
249,gas,1.33
431,ta,1.32
71,##nt,1.32
48,##ific,1.32
401,sex,1.32
419,strap,1.32
351,placed,1.31
145,##zi,1.31
442,tu,1.31
133,##ure,1.31
297,long,1.3
204,d,1.3
264,improve,1.3
201,courses,1.3
239,final,1.3
148,125,1.3
281,ka,1.29
285,lac,1.29
147,11,1.29
102,##rator,1.29
362,present,1.29
413,sol,1.29
393,sale,1.28
141,##yse,1.28
289,les,1.28
13,##bid,1.28
360,pre,1.28
86,##ox,1.28
181,cardiovascular,1.28
408,sin,1.28
302,maintain,1.27
328,narrowing,1.27
445,vocal,1.27
298,lower,1.27
299,lung,1.27
451,x,1.27
409,sitting,1.27
340,out,1.26
12,##ax,1.26
70,##nous,1.26
412,smoke,1.26
116,##son,1.26
168,axis,1.26
269,inhibitor,1.26
366,prior,1.25
159,alleviate,1.25
427,swallow,1.25
193,club,1.25
140,##ys,1.25
220,ek,1.25
33,##g,1.25
42,##hetic,1.25
257,hip,1.25
156,airways,1.24
231,exam,1.24
433,temperature,1.24
187,chairs,1.24
224,emergency,1.24
242,flow,1.24
105,##red,1.24
428,symptoms,1.24
4,##ache,1.24
352,placement,1.24
329,nasal,1.23
163,as,1.23
347,performed,1.23
330,ne,1.23
218,dose,1.23
11,##ato,1.23
20,##co,1.23
107,##ro,1.23
294,liquid,1.23
44,##hon,1.23
118,##terol,1.23
237,female,1.22
268,inhaled,1.22
101,##rat,1.22
324,muscle,1.22
336,obstruction,1.22
335,obe,1.22
251,gross,1.22
293,likely,1.22
