,term,weight
213,hospice,2.26
120,admission,2.23
179,dil,2.14
328,tax,2.11
180,discharge,2.08
227,inversion,2.08
327,tape,2.07
22,##dur,2.05
205,gt,2.05
48,##ject,2.04
340,ut,2.0
141,bilateral,1.99
140,baseline,1.99
70,##patient,1.97
225,intact,1.96
174,dementia,1.96
317,status,1.93
33,##fle,1.92
198,fen,1.91
172,dec,1.91
308,sic,1.9
9,##bula,1.9
169,ct,1.86
292,q,1.86
278,pc,1.86
177,dex,1.86
226,intensive,1.85
47,##ix,1.85
102,##uli,1.85
293,radiation,1.84
325,t,1.83
281,pol,1.82
259,murmur,1.81
347,whole,1.77
46,##itor,1.77
145,bu,1.75
66,##oni,1.73
20,##cta,1.72
111,##zine,1.72
16,##cona,1.72
25,##ega,1.72
312,soft,1.71
170,d,1.7
207,hc,1.7
215,hydra,1.69
89,##sto,1.68
289,proton,1.68
295,rash,1.68
154,chest,1.68
88,##static,1.67
263,nitrate,1.67
123,aide,1.67
287,pressure,1.65
4,##ano,1.65
17,##cor,1.65
79,##rim,1.64
82,##ron,1.64
125,alert,1.64
181,discharged,1.64
0,##ad,1.64
30,##far,1.64
283,posterior,1.64
282,post,1.64
203,frontal,1.63
270,over,1.62
49,##ler,1.62
81,##rol,1.62
211,history,1.62
265,nursing,1.62
300,right,1.61
10,##cha,1.61
57,##lta,1.6
253,meta,1.6
194,emergency,1.58
135,ate,1.57
286,present,1.57
234,les,1.56
2,##ane,1.56
201,follow,1.55
296,reactive,1.55
155,chloride,1.55
333,trace,1.55
73,##pp,1.55
149,carbonate,1.54
147,calcium,1.54
342,vitamin,1.54
128,anterior,1.54
298,renal,1.54
304,seizure,1.53
29,##eta,1.53
3,##anial,1.53
182,disposition,1.53
223,inferior,1.53
232,lateral,1.53
5,##ant,1.52
112,##zo,1.51
23,##ea,1.51
164,conjunction,1.51
244,magnesium,1.51
65,##ol,1.5
309,significant,1.5
233,left,1.5
240,liver,1.5
210,her,1.49
26,##ema,1.49
162,cola,1.49
212,home,1.49
231,las,1.49
238,limited,1.48
267,old,1.48
274,pacing,1.48
307,she,1.48
280,peripheral,1.47
284,potassium,1.47
175,density,1.47
106,##vers,1.47
195,enter,1.46
8,##bri,1.46
228,ke,1.46
95,##tin,1.46
37,##hal,1.46
24,##ection,1.45
277,patient,1.45
275,pal,1.45
72,##pi,1.45
241,lobe,1.45
208,head,1.44
254,mg,1.44
185,dose,1.44
38,##hyl,1.44
157,ck,1.44
273,paced,1.44
199,films,1.43
247,mass,1.43
139,ba,1.43
99,##tre,1.42
346,wave,1.42
97,##tone,1.42
193,electro,1.42
114,200,1.41
316,stable,1.41
158,clear,1.41
127,alzheimer,1.41
86,##son,1.41
219,im,1.41
230,lab,1.4
64,##oin,1.4
113,151,1.4
262,neurological,1.4
122,agitated,1.4
288,prop,1.4
294,radio,1.4
151,cell,1.4
204,greatly,1.39
339,ur,1.39
74,##pr,1.39
214,hospital,1.39
63,##ocation,1.39
41,##idi,1.38
268,oriented,1.38
341,van,1.38
76,##raz,1.38
13,##cin,1.38
146,bun,1.38
314,spontaneous,1.38
242,long,1.38
310,social,1.37
249,mb,1.37
67,##ono,1.37
166,corona,1.37
311,sodium,1.36
229,knee,1.36
45,##itis,1.35
137,avail,1.35
15,##com,1.35
156,chronic,1.35
276,par,1.35
338,unit,1.35
218,i,1.34
36,##gram,1.34
344,walking,1.34
52,##llation,1.34
44,##ition,1.34
124,album,1.34
31,##ff,1.34
42,##inal,1.33
107,##x,1.33
256,mono,1.33
160,coat,1.32
55,##logic,1.31
28,##erative,1.31
1,##ame,1.3
235,lesions,1.3
96,##tis,1.3
190,ed,1.3
78,##rial,1.3
32,##fication,1.3
291,pupils,1.29
250,medication,1.29
326,tab,1.29
129,appointment,1.29
252,mental,1.28
236,level,1.28
251,mel,1.28
116,30,1.28
187,ds,1.28
80,##rin,1.28
243,lungs,1.27
197,female,1.27
196,exam,1.27
136,aus,1.27
68,##opa,1.27
103,##uration,1.27
110,##zi,1.26
51,##lic,1.26
105,##usa,1.26
98,##tones,1.25
285,powder,1.25
299,res,1.25
144,brain,1.25
85,##sl,1.25
305,seizures,1.24
188,e,1.24
330,therapy,1.24
12,##ciency,1.24
75,##quist,1.23
237,lifting,1.23
93,##terol,1.23
313,sounds,1.23
58,##ly,1.23
77,##rence,1.23
148,cancer,1.23
134,assistant,1.23
348,x,1.23
18,##cous,1.23
71,##pha,1.22
345,war,1.22
126,altered,1.22
87,##sta,1.22
302,room,1.22
184,dos,1.22
322,superior,1.22
272,p,1.21
189,earlier,1.21
35,##gen,1.21
53,##llin,1.21
91,##tens,1.21
150,care,1.21
14,##cology,1.21
101,##uf,1.21
239,lip,1.2
167,count,1.2
19,##ct,1.2
323,sy,1.2
34,##fusion,1.2
40,##iation,1.2
132,artery,1.2
329,taxes,1.2
168,cr,1.19
142,bladder,1.19
83,##rs,1.19
261,nerves,1.19
257,move,1.19
118,90s,1.19
248,maternal,1.19
