,term,weight
280,porte,2.66
192,eva,2.33
338,tuck,2.25
241,mesh,2.22
170,cop,2.21
82,##rl,2.15
51,##iva,2.12
198,flare,2.12
220,intermittent,2.1
317,ste,2.1
157,chin,2.09
219,intact,2.08
308,si,2.08
59,##lter,2.08
97,##uba,2.07
22,##bula,2.05
152,chair,2.01
290,qi,1.97
249,nad,1.96
14,##ast,1.96
303,rue,1.96
91,##tica,1.95
207,gt,1.95
148,cad,1.94
210,hee,1.93
143,bid,1.92
236,mala,1.9
318,stem,1.89
225,lad,1.88
188,disposition,1.88
289,q,1.88
233,mae,1.87
315,speech,1.85
291,rca,1.84
101,##una,1.84
283,presently,1.83
187,disk,1.83
309,silicon,1.83
295,repeat,1.83
285,productive,1.83
330,tb,1.82
277,po,1.82
74,##par,1.81
42,##git,1.8
123,admission,1.79
230,lock,1.79
288,puff,1.78
67,##ob,1.78
265,pc,1.77
129,aggressive,1.77
60,##meter,1.77
240,mc,1.76
256,op,1.76
305,sauce,1.75
111,##zine,1.75
272,pic,1.75
5,##ach,1.74
195,fair,1.74
110,##ythe,1.74
93,##tre,1.74
29,##cine,1.73
189,distal,1.73
86,##scu,1.73
287,pt,1.72
98,##ud,1.72
199,flu,1.72
84,##rove,1.72
61,##metric,1.71
278,pod,1.71
197,fever,1.71
247,mrs,1.69
221,invasive,1.68
186,discharged,1.68
122,abd,1.68
75,##pine,1.68
165,complaint,1.67
56,##ln,1.67
193,ex,1.66
342,video,1.66
200,flush,1.66
201,forced,1.66
185,discharge,1.65
329,tar,1.65
203,fx,1.64
1,##24,1.64
173,cp,1.64
26,##cia,1.64
169,cooperative,1.63
19,##bie,1.62
268,per,1.62
136,anxious,1.62
259,ox,1.62
54,##ler,1.61
260,oxygen,1.61
183,diffuse,1.61
214,hydra,1.61
81,##ring,1.61
177,cv,1.6
43,##gly,1.6
106,##ych,1.6
212,history,1.59
132,alt,1.59
103,##uro,1.59
66,##nx,1.59
45,##hee,1.59
302,rr,1.59
248,mv,1.58
301,ron,1.58
175,cuff,1.58
235,major,1.57
63,##nia,1.56
53,##las,1.56
172,coughing,1.56
217,inhibit,1.56
279,por,1.56
34,##dation,1.56
310,sim,1.55
313,smoke,1.55
258,overnight,1.55
228,lev,1.55
116,250,1.54
276,pm,1.54
336,tr,1.54
202,free,1.54
39,##ergy,1.54
292,rec,1.53
332,ti,1.53
134,ang,1.53
269,peripheral,1.53
167,con,1.53
62,##nch,1.53
52,##ix,1.52
125,aero,1.52
88,##son,1.52
73,##ox,1.51
252,ns,1.51
323,swallow,1.51
341,van,1.51
206,gran,1.51
161,club,1.5
32,##cous,1.5
160,clear,1.5
16,##aton,1.5
304,sal,1.49
153,chairs,1.49
226,lateral,1.49
216,id,1.48
104,##ut,1.48
333,tissue,1.48
94,##tub,1.48
343,vocal,1.48
11,##ani,1.48
171,cough,1.47
275,plug,1.47
79,##raz,1.47
8,##ala,1.47
108,##yp,1.47
80,##rba,1.46
314,sodium,1.46
31,##com,1.46
55,##less,1.46
253,nt,1.46
144,block,1.45
266,pe,1.45
17,##aud,1.44
184,dil,1.44
229,liter,1.44
293,rehab,1.44
286,ps,1.44
227,left,1.43
140,bal,1.43
92,##tra,1.43
162,coa,1.43
135,anxiety,1.43
28,##cin,1.42
316,spike,1.42
211,her,1.42
178,d,1.41
49,##itor,1.41
142,bedside,1.41
180,dark,1.4
126,ag,1.4
133,am,1.4
163,coli,1.4
150,capped,1.4
325,swollen,1.4
155,chest,1.4
251,nod,1.39
208,hc,1.39
164,collapse,1.39
271,physical,1.38
146,bro,1.38
191,dose,1.38
76,##pr,1.38
234,main,1.38
46,##hor,1.38
224,lac,1.38
6,##ache,1.37
205,graf,1.37
328,tablet,1.36
179,daily,1.36
281,post,1.36
244,mid,1.36
340,upper,1.35
239,masses,1.35
345,we,1.35
346,z,1.35
15,##atal,1.35
0,#,1.34
255,old,1.34
119,75,1.34
3,##6,1.34
13,##apa,1.33
41,##ging,1.33
156,chief,1.33
72,##otted,1.33
58,##lot,1.33
168,controlled,1.33
147,c,1.32
166,complaints,1.32
36,##dur,1.32
89,##ter,1.32
102,##ural,1.32
319,strike,1.32
213,hs,1.32
20,##bing,1.31
312,smile,1.31
40,##g,1.31
204,gi,1.31
24,##chia,1.3
209,head,1.3
324,swallowing,1.3
64,##nt,1.3
215,ic,1.3
261,p,1.29
120,81,1.29
273,pl,1.29
96,##ub,1.29
262,pain,1.28
337,tube,1.28
242,mg,1.28
85,##ryn,1.28
182,det,1.28
282,pp,1.28
296,repeating,1.27
194,extended,1.27
263,pass,1.27
90,##terol,1.27
9,##alo,1.27
154,change,1.26
335,topical,1.26
231,love,1.25
69,##odon,1.25
138,assist,1.25
99,##ulation,1.25
246,motor,1.25
131,allergic,1.25
339,ultrasound,1.25
243,mi,1.25
115,24,1.25
297,respiratory,1.25
78,##rat,1.25
117,325,1.25
65,##nting,1.24
327,synth,1.24
344,w,1.24
77,##py,1.24
223,iv,1.24
112,%,1.24
238,mask,1.23
176,culture,1.23
35,##di,1.23
113,/,1.23
254,ny,1.23
245,ml,1.23
264,past,1.22
159,cho,1.22
232,lovely,1.22
151,cc,1.22
181,delayed,1.21
2,##4,1.21
331,therapeutic,1.21
190,dos,1.21
70,##oid,1.21
218,int,1.2
25,##cho,1.2
109,##yst,1.2
