,term,weight
330,lima,2.7
154,abd,2.66
352,mr,2.52
198,cad,2.51
381,pea,2.44
11,##bill,2.43
313,intermediate,2.42
365,nt,2.35
293,gt,2.34
71,##oco,2.34
322,lad,2.33
197,cab,2.32
161,admission,2.2
392,premature,2.19
384,peripheral,2.14
73,##oki,2.12
244,diagonal,2.09
421,sb,2.07
285,gallo,2.06
112,##sov,2.06
379,pc,2.02
26,##ert,2.02
447,tape,2.02
442,sv,2.02
184,basal,1.97
77,##oni,1.97
324,las,1.97
2,##aga,1.95
61,##moral,1.95
164,akin,1.94
435,social,1.93
8,##avi,1.93
7,##ava,1.92
249,discharge,1.92
94,##pp,1.92
345,mid,1.91
75,##olio,1.91
171,ao,1.9
318,jug,1.9
136,##x,1.9
48,##ix,1.9
423,selective,1.89
438,stab,1.88
127,##unda,1.88
253,disposition,1.87
89,##pd,1.87
295,hd,1.86
455,tobacco,1.85
364,ns,1.84
172,apex,1.84
355,nad,1.83
257,drip,1.83
319,jump,1.83
441,stump,1.82
396,proton,1.82
169,ami,1.8
5,##asi,1.79
173,arrest,1.78
204,cc,1.78
377,patent,1.78
429,sin,1.78
125,##uit,1.77
209,chest,1.77
326,left,1.77
196,c,1.77
194,brief,1.77
390,po,1.76
115,##taff,1.76
88,##patient,1.75
291,gradient,1.75
84,##pas,1.74
122,##tz,1.74
179,ate,1.73
42,##iac,1.73
434,sl,1.73
53,##lip,1.73
478,xl,1.72
140,##zine,1.72
32,##form,1.71
219,conduct,1.71
281,foley,1.71
148,400,1.7
14,##che,1.7
327,les,1.7
98,##rdi,1.7
436,soft,1.7
192,breakfast,1.7
158,acc,1.7
328,lev,1.7
394,pressure,1.69
63,##nea,1.69
350,moderate,1.69
33,##fra,1.69
56,##lu,1.69
386,pink,1.68
425,sharp,1.68
165,alcohol,1.68
223,correlation,1.68
212,ck,1.68
23,##eme,1.68
216,complaint,1.67
471,vital,1.67
437,st,1.66
251,discontinued,1.66
133,##ve,1.66
38,##hed,1.66
347,mild,1.66
300,history,1.65
25,##ergy,1.65
371,oxygen,1.65
479,z,1.64
461,transferred,1.64
138,##ys,1.63
128,##ure,1.63
302,hs,1.63
124,##uba,1.63
306,il,1.62
65,##nia,1.62
34,##fus,1.62
116,##tat,1.62
400,ra,1.61
226,crack,1.61
410,replacement,1.6
388,plan,1.6
317,iv,1.6
260,dysfunction,1.59
451,term,1.59
43,##iam,1.59
262,echo,1.59
160,acute,1.58
74,##olate,1.58
417,right,1.57
82,##ote,1.57
360,nocturnal,1.57
87,##pati,1.56
464,unknown,1.56
195,bypass,1.56
201,cat,1.56
206,chair,1.56
401,radiating,1.56
224,course,1.56
427,significant,1.56
137,##yp,1.55
35,##g,1.55
238,demand,1.55
409,renal,1.55
170,ang,1.55
448,tel,1.55
222,corona,1.54
72,##oda,1.54
12,##bri,1.54
283,frequent,1.54
289,global,1.54
99,##red,1.54
462,traumatic,1.54
130,##uria,1.54
467,valve,1.53
135,##w,1.53
91,##pi,1.53
286,gallon,1.53
83,##par,1.53
64,##nes,1.53
389,pm,1.53
469,vent,1.53
403,rca,1.53
10,##bil,1.53
452,thick,1.52
349,mit,1.52
22,##ema,1.52
129,##urg,1.52
45,##ih,1.51
24,##emi,1.51
214,cold,1.51
230,d,1.51
70,##nting,1.51
6,##ast,1.5
108,##rta,1.5
453,ti,1.5
215,common,1.5
40,##hg,1.49
110,##rti,1.49
356,nausea,1.49
315,invasive,1.48
450,tenderness,1.48
335,major,1.48
221,constant,1.48
304,hyper,1.48
139,##zi,1.48
274,failure,1.48
205,central,1.47
279,floor,1.47
445,t,1.47
440,ste,1.46
79,##ores,1.46
210,chief,1.46
333,love,1.46
294,hc,1.46
54,##lit,1.45
329,likely,1.45
343,mg,1.45
426,short,1.45
346,middle,1.45
155,absence,1.45
267,ems,1.44
323,lan,1.44
265,elevated,1.44
458,trace,1.44
106,##rone,1.44
102,##ril,1.43
93,##posed,1.43
59,##mia,1.43
387,pl,1.43
20,##ded,1.43
245,diffuse,1.43
67,##nosis,1.43
395,primary,1.42
92,##pon,1.42
16,##cit,1.42
457,tr,1.42
13,##cc,1.41
57,##lusion,1.41
373,pain,1.41
85,##pate,1.41
52,##less,1.41
41,##hom,1.41
321,ky,1.41
189,bilateral,1.41
100,##rial,1.4
466,val,1.4
3,##alo,1.4
428,sim,1.4
266,emerge,1.4
162,afi,1.4
380,pd,1.4
185,baseline,1.4
152,760,1.4
218,compression,1.4
268,enlarged,1.39
19,##cta,1.39
123,##u,1.39
413,rest,1.39
288,gem,1.39
50,##jun,1.39
412,resolve,1.39
261,ec,1.39
68,##nous,1.39
80,##ors,1.39
49,##iz,1.38
51,##ler,1.38
29,##f,1.38
407,regional,1.38
153,81,1.38
446,ta,1.38
272,ex,1.38
220,cong,1.38
213,cm,1.38
174,arrested,1.37
142,109,1.37
175,artery,1.36
241,di,1.36
416,rhythm,1.36
419,ro,1.35
296,he,1.35
147,40,1.35
167,alt,1.35
242,diabetes,1.35
314,intra,1.35
177,associated,1.35
228,current,1.35
393,press,1.34
232,decline,1.34
336,map,1.34
312,insertion,1.34
248,dir,1.34
159,ace,1.34
120,##tro,1.34
415,retro,1.33
202,cats,1.33
420,rr,1.33
254,distal,1.33
168,ambulance,1.33
211,chronic,1.33
190,bp,1.33
208,chamber,1.33
28,##eur,1.33
303,hum,1.32
95,##pr,1.32
134,##vu,1.32
397,pulmonary,1.32
114,##sto,1.31
424,severe,1.31
113,##ssa,1.31
370,outside,1.31
341,medication,1.31
477,x,1.31
250,discharged,1.31
292,graf,1.3
258,drop,1.3
344,mi,1.3
277,fill,1.3
361,normal,1.3
225,courses,1.3
406,reg,1.29
353,msc,1.29
275,fate,1.29
363,nr,1.29
476,worse,1.29
301,hospital,1.29
459,tracing,1.29
385,physical,1.29
66,##no,1.29
237,defects,1.29
348,minimal,1.28
454,tissue,1.28
132,##vas,1.28
178,at,1.28
151,75,1.28
9,##bi,1.28
276,fi,1.28
176,as,1.28
368,os,1.28
297,heart,1.28
31,##ff,1.27
78,##op,1.27
143,11,1.27
247,dinner,1.27
474,wave,1.27
109,##rth,1.27
15,##chy,1.26
342,met,1.26
340,median,1.26
86,##pathy,1.26
229,cv,1.26
55,##llation,1.26
236,defect,1.26
325,leaflets,1.26
278,filling,1.25
311,inserted,1.25
316,iso,1.25
47,##ina,1.25
157,abuse,1.25
101,##ric,1.25
263,ed,1.25
17,##col,1.25
470,vi,1.24
18,##cor,1.24
331,line,1.24
182,back,1.24
111,##sin,1.24
181,b1,1.24
439,stable,1.24
299,his,1.24
239,depressed,1.24
256,dose,1.24
156,absent,1.24
103,##rin,1.23
200,carrying,1.23
255,documented,1.23
307,imaging,1.23
36,##gram,1.23
252,disease,1.23
332,loud,1.23
264,elderly,1.22
81,##ose,1.22
280,floors,1.22
456,tolerance,1.22
186,beat,1.22
378,patient,1.22
97,##r,1.22
191,br,1.22
320,jumping,1.22
460,transfer,1.22
473,water,1.22
338,mb,1.22
39,##het,1.22
180,atrium,1.21
382,peaking,1.21
367,oriented,1.21
207,chairs,1.21
166,allergic,1.21
472,walking,1.21
227,ct,1.2
354,murmur,1.2
121,##try,1.2
375,pal,1.2
402,ray,1.19
359,no,1.19
269,enzymes,1.19
271,evening,1.19
408,related,1.19
231,daily,1.19
37,##hale,1.18
235,def,1.18
468,vein,1.18
187,became,1.18
4,##ano,1.18
27,##esis,1.18
144,110,1.17
305,ic,1.17
337,masses,1.17
126,##uma,1.17
233,declined,1.16
217,complaints,1.16
284,fur,1.16
44,##ide,1.16
443,sy,1.16
287,gallons,1.16
117,##tension,1.16
369,output,1.16
358,night,1.15
46,##ila,1.15
405,recovery,1.15
183,bas,1.15
246,dil,1.14
270,episode,1.14
431,size,1.14
188,bedroom,1.14
465,urine,1.14
105,##rom,1.13
30,##fer,1.13
76,##oma,1.13
463,ul,1.13
141,%,1.13
432,sizes,1.12
0,##6,1.12
150,600,1.12
259,drug,1.12
145,192,1.12
118,##tin,1.12
21,##ea,1.11
430,sitting,1.11
391,pound,1.11
362,nose,1.11
372,p,1.1
131,##usion,1.1
298,hem,1.1
366,occasional,1.1
444,symptoms,1.1
104,##rit,1.1
383,pending,1.1
90,##phy,1.09
163,aggressive,1.09
193,breath,1.09
203,cavity,1.09
243,diagnosis,1.09
310,initiation,1.09
234,declining,1.08
273,fail,1.08
404,recover,1.08
374,painful,1.08
334,lp,1.08
433,skin,1.08
399,pulses,1.07
308,improvement,1.07
60,##mide,1.07
149,50,1.07
146,339,1.07
282,free,1.07
309,inhibitor,1.06
107,##rop,1.05
357,ni,1.05
119,##tine,1.04
1,##able,1.04
422,scars,1.03
398,pulse,1.03
290,glucose,1.02
449,tender,1.02
62,##nd,1.02
414,results,1.02
351,mono,1.01
376,par,1.01
96,##ps,1.01
199,cal,1.0
475,woke,1.0
58,##mat,1.0
339,mc,0.99
69,##ns,0.99
240,der,0.99
418,risks,0.97
411,res,0.97
