,term,weight
86,av,2.5
90,bid,2.31
205,pac,2.28
75,admission,2.23
241,si,2.13
254,stereo,2.03
109,congestion,1.98
62,##usa,1.97
53,##tica,1.94
103,code,1.93
98,capsule,1.88
32,##las,1.88
265,tb,1.88
244,skull,1.85
181,mc,1.84
168,intact,1.84
130,doc,1.83
150,gamma,1.82
127,discharge,1.81
170,iv,1.79
58,##ture,1.79
149,frontal,1.78
46,##rco,1.77
42,##patient,1.76
179,magnesium,1.75
175,lev,1.74
21,##gf,1.74
246,sodium,1.74
252,staples,1.73
193,nos,1.7
216,pod,1.7
5,##ani,1.69
33,##ler,1.69
105,complaint,1.68
8,##bula,1.67
258,supplementary,1.66
151,gap,1.66
96,calcium,1.65
187,motor,1.65
194,ns,1.64
145,flu,1.63
41,##pati,1.63
112,contrast,1.62
173,left,1.62
240,shower,1.61
104,cola,1.6
255,stool,1.6
31,##ision,1.6
10,##ea,1.58
9,##ctic,1.58
18,##gb,1.58
222,radio,1.58
29,##ine,1.58
213,phosphate,1.57
209,panic,1.57
214,pl,1.57
60,##urg,1.56
12,##ema,1.56
107,comprehension,1.55
7,##biotic,1.55
11,##elt,1.55
233,residual,1.55
47,##rl,1.55
247,soft,1.54
146,fluent,1.54
210,past,1.54
122,defect,1.54
159,history,1.53
256,su,1.53
218,potassium,1.53
38,##nl,1.53
191,nasal,1.52
14,##ergy,1.52
221,q,1.51
26,##hone,1.51
225,rd,1.51
49,##son,1.51
215,po,1.51
37,##nator,1.5
57,##tri,1.5
67,100,1.49
117,cr,1.49
24,##hc,1.49
171,knife,1.49
97,cap,1.48
123,defects,1.48
101,chloride,1.48
169,invasive,1.48
274,void,1.48
65,##vir,1.47
251,staple,1.46
64,##vil,1.46
234,return,1.45
237,seizures,1.45
208,pal,1.45
51,##sti,1.45
73,79,1.44
248,spray,1.43
199,op,1.43
19,##genic,1.42
180,major,1.42
82,ao,1.41
156,hc,1.41
152,glucose,1.41
183,mg,1.41
232,res,1.4
91,bis,1.4
236,seizure,1.4
99,chair,1.39
192,neurological,1.39
20,##ger,1.39
17,##g,1.39
124,delayed,1.38
3,##aco,1.38
178,long,1.37
253,status,1.37
279,wb,1.36
56,##tre,1.35
100,chief,1.35
158,headache,1.34
238,sex,1.33
39,##ob,1.32
22,##gm,1.32
250,stable,1.32
25,##hmi,1.3
126,digital,1.3
195,numb,1.29
28,##ill,1.29
212,persistent,1.29
223,radios,1.29
113,count,1.29
143,fever,1.28
148,follow,1.28
204,overnight,1.28
245,social,1.28
27,##id,1.28
70,34,1.27
229,removal,1.27
108,con,1.27
45,##race,1.27
81,anxiety,1.27
125,dex,1.27
44,##pit,1.26
275,walking,1.26
196,nurse,1.26
68,101,1.26
239,shift,1.26
106,complaints,1.26
268,tingle,1.26
220,prescribed,1.26
102,clearance,1.25
219,practitioner,1.25
118,ct,1.25
155,hair,1.24
52,##sur,1.24
134,drainage,1.24
116,cover,1.24
34,##lus,1.23
30,##ion,1.23
1,##4,1.23
281,wound,1.23
249,spraying,1.23
188,mouth,1.22
55,##tine,1.22
133,dose,1.22
182,medication,1.21
273,urine,1.21
50,##sp,1.21
270,transfer,1.21
61,##uro,1.21
66,/,1.21
224,rb,1.21
161,hydro,1.21
160,hospital,1.21
137,elect,1.21
79,allergic,1.21
80,antibiotics,1.2
40,##out,1.19
269,tingling,1.18
6,##ax,1.18
77,admitted,1.18
128,discharged,1.18
0,##2,1.18
4,##af,1.17
15,##eti,1.17
23,##gram,1.17
272,tremor,1.17
184,mid,1.17
147,focal,1.17
92,bo,1.17
129,disposition,1.16
120,dates,1.16
190,na,1.16
78,after,1.16
85,attended,1.16
271,transferred,1.15
71,50,1.15
277,wash,1.14
141,f,1.14
176,lifting,1.14
132,dos,1.14
13,##ener,1.14
189,mri,1.14
72,555,1.14
36,##mit,1.14
172,knives,1.14
144,fiber,1.14
142,female,1.13
174,les,1.13
114,counter,1.12
201,ot,1.12
211,path,1.12
138,entry,1.11
93,bp,1.11
88,before,1.11
115,course,1.11
119,daily,1.1
261,suspension,1.09
202,output,1.09
140,exercise,1.09
257,substitute,1.08
59,##uation,1.08
63,##v,1.07
203,over,1.07
87,bed,1.06
200,operative,1.06
165,increasing,1.05
154,ha,1.05
227,ref,1.05
74,ace,1.04
69,25,1.04
206,pain,1.04
94,brain,1.03
198,onset,1.03
157,head,1.03
226,red,1.03
231,replacement,1.02
2,##6,1.02
185,mig,1.01
228,release,1.01
83,appointment,1.0
163,increase,1.0
89,bending,0.99
76,admissions,0.99
186,mo,0.99
54,##time,0.99
153,greater,0.98
162,ib,0.98
48,##rp,0.97
217,post,0.96
136,drug,0.96
35,##mg,0.96
177,limited,0.95
16,##fen,0.95
278,washing,0.94
167,instructions,0.92
135,driving,0.92
43,##pi,0.92
280,while,0.91
139,excessive,0.9
95,brains,0.88
262,swelling,0.87
166,infection,0.86
111,constantly,0.84
260,surgical,0.84
197,nursing,0.83
276,warning,0.83
266,tenderness,0.83
207,painful,0.82
263,swollen,0.82
235,see,0.82
259,surgery,0.81
84,appointments,0.8
164,increased,0.79
282,wounds,0.79
110,constant,0.77
242,site,0.77
230,remove,0.75
267,time,0.73
131,doctor,0.73
243,sites,0.71
121,days,0.7
264,symptoms,0.69
