,term,weight
502,silhouette,2.37
400,mit,2.32
9,##aia,2.31
10,##ail,2.31
438,pm,2.29
42,##entes,2.27
186,admission,2.26
514,stool,2.25
293,disposition,2.2
536,thru,2.18
305,elongated,2.15
549,tri,2.11
365,intrinsic,2.1
39,##emia,2.1
494,serial,2.1
302,echo,2.1
141,##sten,2.09
13,##art,2.06
551,trivial,2.06
446,pressure,2.04
556,uneven,2.03
483,rv,2.03
499,si,2.01
26,##cona,2.0
329,flutter,2.0
291,discharge,1.99
537,tia,1.98
442,pp,1.96
237,cavity,1.94
430,pc,1.93
460,ra,1.93
559,va,1.93
236,cat,1.93
113,##patient,1.93
258,colon,1.93
482,rr,1.92
284,dense,1.92
458,q,1.92
61,##had,1.92
158,##vd,1.92
316,extended,1.89
64,##hl,1.89
534,tender,1.88
238,cbc,1.88
95,##moral,1.88
151,##uca,1.88
205,atrium,1.87
550,trim,1.86
393,medial,1.86
198,ao,1.85
416,normal,1.85
96,##nami,1.84
480,right,1.84
397,mild,1.84
171,1500,1.83
274,ct,1.83
239,cc,1.83
378,left,1.83
435,pink,1.82
565,vital,1.81
54,##g,1.81
298,drain,1.81
153,##uit,1.8
58,##git,1.79
72,##iro,1.79
178,97,1.78
140,##sity,1.78
518,successful,1.78
132,##rim,1.78
30,##cton,1.77
276,cv,1.77
119,##pon,1.77
176,80,1.76
213,bilateral,1.76
445,prep,1.76
155,##urg,1.76
221,br,1.75
75,##ix,1.75
315,excursion,1.75
306,emerge,1.74
519,sul,1.74
4,##ab,1.74
230,cancelled,1.73
368,iv,1.73
290,dil,1.73
431,pen,1.72
348,gu,1.72
411,nc,1.72
152,##uin,1.72
548,traumatic,1.72
560,valve,1.72
353,hee,1.71
143,##tf,1.71
31,##cum,1.71
535,thick,1.71
452,prominent,1.7
241,ce,1.7
408,ms,1.7
453,pt,1.69
320,fever,1.69
193,ankle,1.69
240,cd,1.69
382,love,1.69
374,las,1.68
469,rehab,1.68
432,per,1.68
208,basil,1.67
117,##pid,1.67
98,##nis,1.67
330,follow,1.66
163,##zo,1.66
484,sang,1.66
357,hiv,1.66
159,##ve,1.65
66,##hom,1.65
249,chronic,1.65
307,emergency,1.65
554,unchanged,1.64
299,drainage,1.64
260,complaint,1.63
515,strand,1.63
174,400,1.62
349,hc,1.62
448,primary,1.62
89,##lon,1.62
254,coa,1.61
292,discharged,1.61
209,bay,1.6
465,refused,1.6
347,groin,1.6
109,##ored,1.6
493,sept,1.6
498,short,1.6
127,##rdi,1.6
104,##olio,1.59
466,reg,1.59
417,np,1.59
322,filled,1.59
473,residue,1.59
51,##far,1.59
220,bp,1.59
342,gi,1.58
94,##ml,1.58
327,flush,1.58
443,pr,1.57
105,##omi,1.57
544,trace,1.57
167,117,1.57
571,window,1.57
196,anxiety,1.57
355,hepatitis,1.56
218,border,1.56
529,ta,1.55
52,##ff,1.55
67,##ica,1.55
133,##rl,1.55
108,##ora,1.55
226,bun,1.55
116,##pic,1.55
403,monday,1.55
80,##ler,1.54
256,collapse,1.54
286,depressed,1.54
212,bid,1.54
