,term,weight
305,foley,2.47
205,bilateral,2.41
335,hospice,2.39
153,##uba,2.33
491,stool,2.31
34,##cite,2.29
366,luce,2.25
204,basil,2.2
203,bari,2.2
251,ct,2.18
35,##cona,2.17
438,pure,2.15
220,capsule,2.15
11,##anza,2.14
77,##leen,2.12
241,consistency,2.1
469,sequel,2.1
5,##6,2.05
377,mild,2.04
445,rec,2.03
41,##dic,2.02
135,##static,2.02
214,c1,2.01
286,emerge,2.0
265,discharge,2.0
213,c,2.0
154,##ulsion,1.99
384,nad,1.99
388,ng,1.98
177,abd,1.98
382,mr,1.97
458,right,1.96
268,dish,1.96
187,air,1.96
215,cab,1.95
521,ultrasound,1.95
185,agitation,1.94
514,transit,1.94
28,##che,1.94
530,video,1.94
374,mechanical,1.94
269,disposition,1.92
201,balloon,1.92
181,admission,1.91
167,##ytic,1.91
329,hip,1.89
113,##pta,1.89
319,globe,1.89
24,##bula,1.89
291,extended,1.88
44,##ega,1.88
381,mor,1.88
107,##piration,1.87
364,longitudinal,1.86
243,consult,1.85
74,##itia,1.85
515,transverse,1.85
407,parana,1.85
114,##quel,1.84
506,tender,1.84
468,seminal,1.84
266,discharged,1.83
253,cy,1.83
339,impression,1.83
105,##phine,1.83
426,posterior,1.83
27,##cd,1.83
522,unchanged,1.83
535,wet,1.82
148,##tum,1.82
91,##oat,1.82
72,##ision,1.81
101,##osition,1.81
523,unstable,1.81
67,##hoff,1.79
402,pace,1.79
303,focal,1.79
333,horn,1.78
199,ax,1.78
244,contrast,1.77
53,##far,1.77
334,horns,1.77
189,anterior,1.77
19,##bella,1.77
267,discontinued,1.77
376,mg,1.77
200,balcony,1.76
463,scalp,1.76
109,##pit,1.76
225,cervical,1.76
444,real,1.76
473,si,1.76
414,peg,1.75
313,free,1.75
141,##tern,1.74
184,agitated,1.74
462,sao,1.74
147,##tub,1.73
518,ts,1.73
327,hemisphere,1.73
314,frontal,1.73
221,capt,1.73
357,les,1.72
349,invasive,1.72
292,extra,1.71
66,##het,1.71
311,fracture,1.7
385,nasal,1.7
259,dense,1.69
497,sul,1.69
78,##ler,1.69
474,sin,1.68
37,##cta,1.68
309,foreign,1.67
123,##roi,1.67
356,left,1.67
361,liver,1.66
249,correlation,1.66
230,cis,1.65
353,lateral,1.65
145,##tou,1.64
316,fusion,1.64
165,##yp,1.64
227,chest,1.64
297,fat,1.64
52,##eur,1.64
529,vent,1.64
478,social,1.64
479,soft,1.63
320,gross,1.63
442,read,1.63
427,primary,1.63
64,##hale,1.63
352,lam,1.63
1,##2,1.63
501,swallow,1.63
300,fis,1.62
183,ag,1.62
461,sad,1.62
48,##erative,1.62
362,lobe,1.62
396,ol,1.62
317,gall,1.61
209,bo,1.61
156,##uma,1.61
341,inflated,1.61
236,complaint,1.61
245,contributor,1.61
436,pt,1.6
483,spine,1.6
289,evolution,1.6
12,##ark,1.59
306,follow,1.59
207,bis,1.59
372,maxi,1.59
346,intact,1.59
485,stabilize,1.59
527,valle,1.59
192,asa,1.59
98,##ora,1.59
6,##7,1.58
45,##ema,1.57
151,##uating,1.57
400,oro,1.57
405,pal,1.57
99,##oro,1.56
195,atrium,1.56
383,mri,1.56
128,##rro,1.56
144,##tosis,1.56
504,t,1.55
399,orbit,1.55
481,speech,1.55
50,##eth,1.55
367,major,1.55
38,##cula,1.55
239,concurrently,1.55
486,stabilized,1.55
258,deep,1.54
302,fluid,1.54
255,deco,1.54
509,thin,1.54
520,ultra,1.53
17,##bar,1.53
32,##cial,1.53
493,strand,1.52
15,##avian,1.52
219,canal,1.52
39,##date,1.52
49,##ergy,1.52
284,elements,1.51
129,##ryn,1.51
355,lead,1.51
283,ed,1.5
288,evaluation,1.5
304,focus,1.5
358,ligament,1.5
324,head,1.5
0,##1,1.5
460,rr,1.5
26,##cci,1.5
360,linear,1.5
453,renal,1.5
95,##olate,1.5
424,pneumonia,1.5
143,##tive,1.5
457,retention,1.49
229,chronic,1.49
439,q,1.49
142,##tine,1.49
146,##tre,1.49
370,mast,1.48
332,history,1.48
79,##lia,1.48
454,rep,1.48
223,cat,1.47
287,enlarged,1.47
226,ch,1.47
247,cooperative,1.47
87,##mity,1.47
252,cv,1.47
295,facility,1.47
217,calcium,1.47
65,##hee,1.47
61,##genic,1.47
106,##pine,1.47
46,##emi,1.47
86,##mia,1.46
85,##maker,1.46
391,normal,1.46
159,##usa,1.46
70,##illa,1.46
8,##ac,1.46
451,release,1.46
235,collar,1.45
175,97,1.45
477,small,1.45
13,##art,1.45
464,scan,1.45
421,pills,1.45
25,##bular,1.45
9,##aco,1.44
23,##bri,1.44
271,distal,1.44
487,stable,1.44
246,controlled,1.44
371,matter,1.44
169,24,1.44
380,moderate,1.44
248,corona,1.43
285,elevation,1.43
119,##ress,1.43
54,##ff,1.43
254,daily,1.43
293,face,1.43
489,staples,1.43
137,##sure,1.43
197,av,1.42
14,##ato,1.42
31,##cia,1.42
202,balloons,1.42
337,hyper,1.42
536,white,1.42
81,##lu,1.42
130,##scopic,1.42
455,represent,1.41
350,irregular,1.41
124,##rol,1.4
178,ace,1.4
194,ate,1.4
134,##st,1.4
51,##eu,1.4
465,scene,1.4
449,record,1.4
42,##din,1.4
36,##cre,1.4
262,diagnosis,1.4
393,nt,1.39
301,flu,1.39
55,##fication,1.39
512,tracking,1.39
43,##dy,1.39
401,os,1.39
149,##tus,1.39
500,suspicious,1.39
60,##gen,1.39
342,initiation,1.39
466,secondary,1.39
390,non,1.38
524,upper,1.38
318,glen,1.38
443,reading,1.38
456,residue,1.38
270,dissolve,1.38
164,##vo,1.38
228,chief,1.38
140,##ten,1.38
155,##um,1.38
21,##body,1.38
240,considerations,1.38
191,as,1.38
63,##gra,1.37
351,iv,1.37
263,diameter,1.37
117,##rem,1.37
75,##ito,1.37
447,recommend,1.37
97,##ond,1.37
122,##ril,1.37
516,trauma,1.37
16,##az,1.37
432,propulsion,1.37
275,dried,1.36
73,##ith,1.36
163,##vert,1.36
82,##lum,1.36
322,hc,1.36
232,clear,1.36
231,ck,1.36
422,pleasant,1.35
186,ai,1.35
257,dedicated,1.35
174,9,1.35
176,98,1.35
378,minor,1.35
315,fur,1.35
537,windows,1.34
179,acute,1.34
410,path,1.34
406,pan,1.34
20,##bid,1.34
160,##usion,1.34
40,##den,1.34
68,##hy,1.34
490,stomach,1.34
210,bp,1.34
172,61,1.34
111,##pr,1.34
459,ring,1.34
170,4,1.33
540,yesterday,1.33
138,##tal,1.33
121,##ric,1.33
534,wb,1.33
525,ur,1.33
280,dry,1.33
90,##nous,1.33
118,##ren,1.33
440,rapid,1.32
89,##nea,1.32
84,##lvis,1.32
480,sp,1.32
208,blood,1.32
496,su,1.32
395,obe,1.31
161,##vas,1.31
448,reconstruction,1.31
435,pseudo,1.31
437,pulmonary,1.31
127,##rre,1.31
139,##tat,1.31
93,##ode,1.31
417,phase,1.31
298,fate,1.31
359,likely,1.31
260,depressed,1.3
224,cavity,1.3
112,##psy,1.3
373,mc,1.3
69,##ic,1.3
125,##rom,1.3
369,margin,1.3
57,##g,1.3
56,##form,1.3
348,intra,1.3
4,##5,1.29
413,pe,1.29
344,instrumentation,1.29
325,height,1.29
250,cp,1.29
233,cm,1.29
492,straight,1.29
354,layer,1.28
238,compromise,1.28
152,##uation,1.28
471,sex,1.28
100,##osi,1.27
188,allergic,1.27
