,term,weight
84,av,2.49
114,disposition,2.24
171,mr,2.1
16,##ffe,2.09
172,mri,2.09
97,clearance,2.07
127,expo,2.0
112,discharge,1.95
109,deposition,1.94
137,frontal,1.92
62,##uen,1.89
212,shift,1.89
220,status,1.87
50,##sity,1.86
75,admission,1.86
61,##uba,1.84
194,radio,1.81
161,mal,1.8
88,bid,1.8
17,##form,1.8
98,code,1.79
164,mc,1.79
153,intact,1.77
7,##bula,1.77
156,left,1.76
197,rd,1.75
2,##ane,1.75
150,impression,1.75
140,hc,1.74
168,mid,1.74
63,##urg,1.73
191,prior,1.73
113,discharged,1.72
19,##genic,1.67
147,hyper,1.66
72,86,1.66
104,contrast,1.65
65,##usa,1.64
36,##oper,1.64
18,##gb,1.64
42,##pp,1.63
193,radiation,1.63
138,gap,1.63
187,post,1.62
242,wb,1.62
49,##rosis,1.6
232,tremor,1.59
10,##den,1.58
27,##ision,1.58
129,fate,1.58
134,focus,1.58
201,represent,1.57
169,mm,1.57
6,##bri,1.57
179,op,1.56
226,tape,1.55
99,complaint,1.55
180,operative,1.55
214,si,1.53
192,q,1.53
219,stable,1.53
196,rb,1.52
203,residual,1.52
178,onset,1.51
149,ic,1.51
21,##hal,1.51
175,neurological,1.51
133,focal,1.5
143,hem,1.5
96,chloride,1.49
67,##vil,1.48
110,dex,1.48
33,##nl,1.48
3,##aneous,1.48
13,##ergy,1.47
71,34,1.47
174,nec,1.46
234,vascular,1.45
28,##line,1.45
124,elect,1.44
40,##pati,1.43
182,pal,1.42
145,home,1.42
173,nausea,1.42
204,resultant,1.42
157,lev,1.41
57,##tre,1.41
39,##oto,1.4
105,ct,1.39
26,##ine,1.39
12,##ema,1.39
45,##raz,1.39
132,field,1.38
162,mass,1.38
8,##cr,1.38
108,delayed,1.38
41,##pm,1.38
111,diagnosis,1.38
22,##hc,1.38
34,##ode,1.37
154,invasive,1.37
151,induced,1.36
144,history,1.36
195,radios,1.35
159,long,1.35
227,ti,1.35
37,##osi,1.34
237,vomiting,1.34
93,capsule,1.34
163,matter,1.34
46,##rh,1.33
122,driving,1.33
11,##ection,1.32
217,sodium,1.32
202,res,1.32
184,past,1.32
103,consistent,1.31
155,ke,1.3
160,major,1.3
176,numb,1.29
4,##ani,1.29
244,white,1.29
213,shower,1.28
121,drive,1.28
58,##tri,1.28
90,brain,1.28
68,##w,1.27
165,medication,1.27
20,##ger,1.27
210,sex,1.27
47,##rie,1.26
209,seizures,1.26
82,arte,1.26
23,##hone,1.25
152,instructions,1.25
73,ace,1.24
53,##sti,1.24
15,##fen,1.22
206,scan,1.22
216,small,1.21
54,##sur,1.19
211,shaking,1.19
238,walking,1.19
215,significantly,1.19
59,##tub,1.18
115,doc,1.18
228,tingle,1.18
79,allergic,1.18
221,structures,1.18
29,##m,1.17
38,##osis,1.17
186,po,1.17
51,##so,1.17
52,##son,1.17
80,appointment,1.16
56,##tha,1.16
25,##ill,1.16
205,return,1.16
5,##ax,1.16
64,##uro,1.16
229,tingling,1.16
107,dates,1.15
78,alert,1.15
9,##cut,1.15
183,panic,1.15
43,##ra,1.15
70,28,1.15
223,surgeon,1.15
181,p,1.15
185,pathology,1.14
100,complaints,1.14
94,cat,1.14
31,##my,1.14
95,chief,1.14
231,transferred,1.14
44,##race,1.14
208,seizure,1.14
77,air,1.14
141,head,1.13
188,potassium,1.13
118,dose,1.13
243,we,1.13
230,tongue,1.13
35,##opa,1.13
139,hair,1.12
55,##tam,1.12
48,##rl,1.11
167,mg,1.11
66,##ven,1.11
24,##id,1.1
123,drug,1.1
240,wash,1.09
190,prescription,1.09
69,##yp,1.09
233,va,1.09
89,birth,1.09
1,##ame,1.09
200,report,1.08
224,surgery,1.08
235,visit,1.08
246,wound,1.08
158,lifting,1.08
189,prescribed,1.07
83,attended,1.07
136,front,1.06
0,##af,1.05
245,work,1.05
177,office,1.04
119,drainage,1.04
74,addressed,1.03
102,confusion,1.03
120,drawing,1.03
199,removal,1.03
148,ib,1.02
146,hydro,1.02
222,su,1.02
225,surgical,1.01
14,##eti,1.01
106,daily,1.01
117,dos,1.01
135,follow,1.0
130,fever,1.0
30,##mit,1.0
86,bending,0.98
116,doctor,0.98
170,mo,0.96
218,stability,0.95
76,after,0.95
125,exercise,0.94
60,##ture,0.91
131,fiber,0.9
32,##ne,0.9
81,appointments,0.9
92,cap,0.89
87,bent,0.89
91,call,0.88
85,bend,0.86
142,headache,0.85
241,washing,0.84
198,red,0.84
101,completed,0.84
236,visits,0.84
126,experience,0.82
239,warning,0.81
166,mental,0.8
207,schedule,0.8
128,fa,0.79
