,term,weight
115,bt,2.58
298,sweet,2.49
203,lax,2.26
23,##iom,2.13
50,##ossa,2.11
224,mri,2.08
94,admission,2.07
120,cavern,2.06
104,auto,2.06
277,she,2.03
6,##bula,1.98
31,##lini,1.98
195,intact,1.98
254,proton,1.93
270,right,1.91
160,enhanced,1.9
262,remote,1.9
214,mass,1.89
278,shin,1.89
304,temple,1.88
149,discharge,1.86
219,middle,1.86
71,##tine,1.85
56,##pp,1.83
242,pc,1.82
257,reactive,1.82
110,bid,1.81
114,bright,1.8
314,unspecified,1.8
252,probable,1.79
59,##quin,1.79
40,##mun,1.78
182,home,1.78
244,plaque,1.77
25,##ision,1.76
28,##ler,1.74
290,stable,1.74
291,status,1.74
1,##anial,1.73
225,mv,1.71
199,invasive,1.7
218,mid,1.69
151,disposition,1.69
293,stomach,1.68
280,si,1.67
42,##ncia,1.66
130,complaint,1.66
251,pri,1.66
3,##ative,1.65
276,sharp,1.64
206,lev,1.64
210,lore,1.64
226,nas,1.63
190,independent,1.63
178,her,1.62
39,##mot,1.62
24,##iro,1.61
45,##nis,1.61
75,##tub,1.6
58,##q,1.6
46,##oin,1.59
126,coherent,1.58
229,nod,1.57
127,coin,1.57
36,##max,1.57
264,represent,1.56
322,wound,1.56
283,sin,1.55
93,activity,1.55
292,ste,1.55
0,##ani,1.54
29,##lim,1.54
101,arthritis,1.53
165,fever,1.53
238,ore,1.52
205,les,1.52
61,##race,1.51
306,temporal,1.51
83,##vil,1.51
227,nausea,1.5
18,##hot,1.49
212,major,1.49
27,##ky,1.49
279,shower,1.48
150,discharged,1.48
135,counter,1.48
64,##rno,1.48
34,##lva,1.47
303,tape,1.46
202,ke,1.46
197,intermittent,1.46
10,##ergy,1.45
26,##ix,1.45
63,##rim,1.45
16,##har,1.44
125,clearance,1.44
274,sent,1.44
184,ic,1.43
271,rr,1.43
41,##my,1.43
180,history,1.43
134,controlled,1.42
217,men,1.42
105,ba,1.42
196,interactive,1.41
7,##ci,1.41
15,##ger,1.41
68,##sur,1.4
90,101,1.4
239,over,1.4
51,##oto,1.4
48,##orted,1.4
316,vomiting,1.39
88,##ythe,1.39
138,ct,1.39
82,##usa,1.38
272,seizure,1.38
236,old,1.38
209,long,1.37
297,surgical,1.37
109,benign,1.37
170,frontal,1.36
320,wine,1.36
44,##ni,1.36
87,##yt,1.36
89,##za,1.36
123,chief,1.36
243,pep,1.35
275,sex,1.35
168,follow,1.34
175,head,1.34
49,##osa,1.34
266,resolved,1.34
22,##ing,1.34
204,left,1.33
65,##roid,1.32
302,systemic,1.32
144,dex,1.32
57,##psy,1.31
113,brief,1.31
91,aba,1.3
141,decreased,1.3
317,walking,1.29
69,##tal,1.29
157,dry,1.29
183,hydro,1.29
95,adverse,1.29
159,elect,1.28
228,neurological,1.28
11,##eti,1.28
66,##sso,1.28
33,##los,1.28
185,incentive,1.28
261,regular,1.28
163,f,1.28
84,##xed,1.27
153,drainage,1.27
287,social,1.27
81,##uro,1.27
99,appointment,1.27
268,retired,1.27
137,cr,1.27
216,medication,1.27
215,masses,1.26
323,wounds,1.26
62,##rco,1.26
103,attended,1.26
119,cave,1.26
121,check,1.26
19,##idi,1.26
176,headache,1.25
200,irritation,1.25
112,blur,1.25
305,temples,1.24
35,##mat,1.24
256,r,1.24
194,instructions,1.24
55,##pha,1.24
172,ga,1.23
145,diet,1.23
201,ka,1.23
171,fusion,1.23
241,path,1.23
13,##fs,1.22
143,der,1.22
86,##ys,1.22
118,cap,1.22
296,surgery,1.22
79,##uma,1.22
30,##line,1.22
17,##he,1.22
5,##balance,1.22
117,cam,1.21
167,flow,1.21
124,clear,1.21
60,##ra,1.21
131,complaints,1.21
20,##ill,1.21
154,drawing,1.21
232,nurse,1.2
70,##tam,1.2
148,direct,1.2
67,##standing,1.2
231,numb,1.19
198,interventions,1.19
249,present,1.19
255,q,1.19
72,##tory,1.18
230,nt,1.18
74,##tri,1.18
32,##lor,1.18
207,lifting,1.17
96,alert,1.17
132,consciousness,1.17
318,warning,1.17
213,married,1.17
294,stool,1.17
313,tumor,1.16
258,red,1.16
21,##im,1.16
54,##pati,1.16
179,hip,1.16
260,ref,1.16
9,##ection,1.16
38,##mit,1.15
97,allergic,1.15
286,smoke,1.15
246,po,1.15
47,##olic,1.14
85,##xy,1.14
92,activities,1.14
315,vomit,1.14
147,dil,1.14
191,infection,1.14
193,inspection,1.13
267,restart,1.13
208,likely,1.13
263,replacement,1.13
237,onset,1.12
146,dietary,1.12
37,##meter,1.12
265,res,1.11
4,##ax,1.1
142,deficit,1.1
301,symptoms,1.1
289,stability,1.09
173,greater,1.08
14,##ge,1.08
273,seizures,1.08
108,bending,1.07
100,appointments,1.07
73,##tre,1.07
211,maintenance,1.06
250,pressure,1.06
310,tingle,1.06
253,protect,1.06
106,before,1.06
174,had,1.06
221,mo,1.06
77,##ule,1.05
128,cola,1.05
248,prescribed,1.05
156,driving,1.04
247,practitioner,1.04
223,monitoring,1.04
299,swelling,1.03
129,cold,1.03
111,blood,1.03
308,tenderness,1.03
288,soft,1.03
98,am,1.02
181,ho,1.02
321,work,1.01
164,fa,1.01
133,consultation,1.01
78,##ules,1.01
158,ear,1.0
2,##ant,1.0
52,##ous,0.99
76,##ture,0.99
189,independence,0.99
319,week,0.98
312,tremor,0.98
136,cover,0.97
284,site,0.97
8,##ec,0.97
166,fiber,0.96
295,straining,0.96
234,office,0.96
161,exam,0.95
281,sign,0.95
12,##fen,0.95
186,incentives,0.95
300,swollen,0.94
240,pain,0.94
53,##p,0.94
311,tingling,0.93
155,drawn,0.93
162,exercise,0.93
220,milk,0.93
107,bend,0.93
222,monitor,0.88
192,infections,0.87
285,sites,0.87
188,increased,0.85
152,distance,0.84
259,reddish,0.84
80,##up,0.84
139,dates,0.81
282,signs,0.81
140,days,0.8
233,nursing,0.8
43,##ness,0.79
187,increase,0.76
169,following,0.72
245,please,0.66
235,offices,0.65
122,checks,0.64
307,tender,0.62
177,heal,0.59
116,call,0.59
269,return,0.58
309,time,0.58
