,term,weight
152,contrast,2.4
156,ct,2.32
223,intact,2.24
387,xl,2.14
164,discharge,2.09
115,bilateral,2.07
54,##ova,2.02
194,frontal,2.01
22,##front,2.01
328,si,2.01
330,sim,2.0
301,reactive,2.0
216,impression,1.98
201,head,1.98
189,fluent,1.96
120,brain,1.94
312,residual,1.9
35,##iro,1.89
140,clinic,1.89
371,val,1.88
293,proton,1.88
219,incentive,1.88
34,##iom,1.88
28,##hen,1.88
48,##oco,1.86
114,bid,1.85
339,status,1.81
273,pace,1.8
234,left,1.8
284,pneumonia,1.78
235,les,1.78
65,##rol,1.76
59,##raz,1.76
333,slumped,1.75
83,##uba,1.74
167,disposition,1.72
277,pc,1.71
36,##ision,1.71
24,##genic,1.7
77,##tine,1.7
236,lev,1.7
97,admission,1.68
76,##tat,1.66
211,home,1.66
4,##anial,1.66
149,confrontation,1.66
171,drift,1.65
298,q,1.65
40,##lva,1.64
190,focal,1.64
227,irregular,1.64
138,clearance,1.64
271,ox,1.63
355,tape,1.63
187,fever,1.63
260,non,1.62
302,recall,1.62
254,mri,1.62
8,##bula,1.61
256,nc,1.61
243,mass,1.61
281,physical,1.6
145,complaint,1.6
246,met,1.6
58,##race,1.6
88,##vas,1.59
340,ste,1.58
325,sharp,1.58
286,post,1.58
199,handed,1.58
290,pri,1.57
121,brains,1.57
196,fund,1.57
338,stable,1.57
342,stomach,1.56
37,##ix,1.56
287,prep,1.56
294,pt,1.55
177,emergency,1.55
326,shift,1.55
285,po,1.54
226,invasive,1.54
358,temperature,1.53
148,comprehension,1.53
165,discharged,1.53
191,focus,1.53
61,##rgo,1.52
160,delayed,1.51
297,pupils,1.51
63,##rno,1.51
27,##hal,1.51
374,vital,1.5
363,tired,1.5
19,##ergy,1.49
257,nerve,1.48
66,##rop,1.48
57,##pp,1.48
49,##oid,1.48
17,##ega,1.48
210,history,1.47
53,##oto,1.47
26,##gm,1.47
258,neurological,1.46
139,cleared,1.46
248,mid,1.46
209,his,1.45
275,pan,1.43
291,prostate,1.43
208,hem,1.43
72,##sso,1.43
143,coherent,1.42
118,bony,1.42
94,40,1.42
225,intermittent,1.42
200,he,1.42
352,symmetrical,1.42
84,##uma,1.41
124,c,1.41
240,long,1.41
3,##ani,1.41
247,mg,1.41
232,language,1.4
241,major,1.4
91,10,1.4
229,jerk,1.4
264,old,1.4
347,sub,1.4
349,surgery,1.39
327,shower,1.39
278,pep,1.39
87,##usa,1.39
131,cardiac,1.38
89,##vil,1.38
25,##ger,1.38
64,##roid,1.37
316,seizure,1.37
119,brady,1.37
331,situ,1.37
184,extra,1.36
98,adverse,1.36
11,##copic,1.36
10,##ci,1.36
224,interactive,1.36
366,top,1.36
321,sent,1.36
370,tumor,1.35
346,su,1.35
75,##tan,1.35
162,diameter,1.34
41,##maker,1.34
169,dose,1.34
29,##hmi,1.34
365,tongue,1.34
213,house,1.34
16,##ection,1.34
166,disk,1.33
315,score,1.33
220,incentives,1.33
44,##my,1.33
296,pupil,1.33
82,##ture,1.32
12,##cta,1.32
5,##ara,1.32
23,##g,1.32
309,release,1.32
136,chief,1.31
60,##rco,1.31
13,##din,1.31
157,daily,1.31
192,follow,1.3
105,ate,1.3
141,clinics,1.3
222,instructions,1.3
142,club,1.3
215,ic,1.3
73,##sur,1.3
334,social,1.29
144,cola,1.29
0,##24,1.29
90,##yna,1.29
289,pressure,1.29
385,woke,1.28
318,sen,1.28
151,consciousness,1.28
93,250,1.28
179,examination,1.28
18,##ema,1.28
39,##los,1.28
108,bed,1.27
242,margins,1.27
80,##tri,1.27
69,##so,1.27
206,heart,1.27
207,hee,1.27
323,sex,1.26
195,full,1.26
32,##inen,1.26
230,ka,1.25
103,appointment,1.25
70,##sor,1.24
367,transfer,1.24
123,bus,1.24
175,elect,1.24
68,##sar,1.24
239,located,1.24
378,walking,1.24
245,men,1.23
249,milk,1.23
183,extended,1.23
252,moderate,1.22
267,op,1.22
146,complaints,1.22
100,alert,1.22
217,impressions,1.22
253,motor,1.22
274,pal,1.21
161,dex,1.21
7,##bing,1.21
329,side,1.2
42,##meter,1.2
137,clear,1.2
228,irritation,1.2
353,tablet,1.2
354,tandem,1.2
375,vomiting,1.2
250,mm,1.19
389,z,1.19
193,free,1.19
31,##ill,1.19
186,fate,1.19
350,surgical,1.19
268,operative,1.18
311,res,1.18
238,likely,1.18
372,verbal,1.18
14,##don,1.18
101,allergic,1.18
150,confused,1.18
168,dos,1.18
155,cr,1.18
176,electro,1.18
173,driving,1.18
92,160,1.17
282,placement,1.17
52,##op,1.17
62,##rh,1.17
310,remaining,1.17
233,languages,1.17
6,##ark,1.17
81,##tub,1.16
127,cancer,1.16
303,recalled,1.16
50,##ol,1.16
272,p,1.16
86,##uro,1.16
178,equal,1.16
185,face,1.16
47,##oc,1.16
30,##hy,1.16
67,##rti,1.15
351,symmetric,1.15
95,62,1.15
132,change,1.15
341,stern,1.15
158,dates,1.15
320,sensory,1.14
106,attended,1.14
15,##ec,1.14
74,##tam,1.14
51,##ole,1.14
221,independent,1.14
1,##6,1.14
343,stool,1.14
96,absent,1.14
270,overnight,1.13
335,soft,1.13
295,pulse,1.13
218,inc,1.13
20,##eti,1.13
182,expected,1.13
384,without,1.13
337,sp,1.13
102,along,1.12
79,##tre,1.12
128,cap,1.12
56,##pati,1.12
129,capsule,1.12
9,##cci,1.12
332,size,1.12
46,##no,1.12
255,nausea,1.12
125,ca,1.11
382,wet,1.11
38,##line,1.11
45,##ne,1.11
109,beds,1.11
244,medication,1.11
107,awake,1.11
314,reveal,1.11
78,##top,1.11
377,wake,1.11
364,toes,1.1
237,lifting,1.1
262,ny,1.1
269,oriented,1.1
300,reactions,1.09
71,##sp,1.09
2,##ad,1.09
153,coordination,1.09
231,ke,1.09
308,reflex,1.09
159,dec,1.09
116,birth,1.09
261,numb,1.08
174,ed,1.08
313,retired,1.08
368,trap,1.07
345,strong,1.07
319,sensation,1.07
307,ref,1.07
276,part,1.07
112,bending,1.07
317,seizures,1.06
198,hair,1.06
322,service,1.05
369,tremor,1.05
99,after,1.03
126,call,1.02
251,mo,1.02
104,appointments,1.0
279,phone,1.0
379,wash,1.0
361,tingle,0.99
154,cover,0.98
288,prescribed,0.98
135,check,0.97
111,bend,0.96
357,telephone,0.96
292,protect,0.95
266,onset,0.95
113,bent,0.94
180,excessive,0.94
348,sure,0.94
188,fiber,0.93
21,##fen,0.92
212,hospital,0.91
373,visit,0.9
344,straining,0.9
197,general,0.9
214,ib,0.89
133,changed,0.89
110,before,0.89
359,tenderness,0.88
85,##up,0.87
181,exercise,0.87
362,tingling,0.84
170,drainage,0.83
172,drive,0.83
386,wound,0.82
324,shaking,0.8
163,directions,0.79
205,hearing,0.79
117,blood,0.78
55,##p,0.78
43,##mit,0.78
265,on,0.77
360,time,0.77
306,red,0.75
33,##iology,0.73
263,office,0.73
134,changes,0.71
283,please,0.7
122,building,0.67
383,while,0.67
380,week,0.67
305,recommended,0.66
388,years,0.6
299,rate,0.59
356,team,0.59
147,completed,0.55
381,weeks,0.54
203,hear,0.51
204,heard,0.51
259,next,0.5
376,wait,0.47
336,soon,0.46
202,headquarters,0.45
130,card,0.44
304,recommend,0.42
280,phones,0.4
