,term,weight
351,intrinsic,2.36
326,gt,2.3
384,ms,2.3
458,si,2.29
264,cop,2.28
328,hd,2.24
215,basil,2.24
260,congestion,2.21
21,##cton,2.18
42,##gni,2.17
7,##asi,2.14
494,ultra,2.12
360,las,2.12
121,##rius,2.09
462,sob,2.06
101,##otho,2.04
429,puff,2.01
213,basal,2.0
453,sen,2.0
189,acute,1.99
191,admission,1.98
463,sodium,1.98
81,##moral,1.96
491,tunnel,1.96
354,iron,1.96
270,cv,1.96
60,##ix,1.95
25,##ea,1.95
126,##rro,1.95
138,##tica,1.95
284,discharge,1.94
183,81,1.94
312,flare,1.94
249,chill,1.92
105,##patient,1.92
428,pts,1.92
156,##ut,1.9
175,135,1.9
93,##oki,1.89
299,empirical,1.89
3,##ane,1.87
212,av,1.86
370,mc,1.86
8,##ava,1.86
150,##ure,1.86
425,productive,1.86
444,resume,1.85
228,cab,1.85
514,yellow,1.85
237,carved,1.85
395,np,1.85
64,##ld,1.84
231,cane,1.83
487,transitional,1.83
286,discontinued,1.83
449,sb,1.82
262,consolidation,1.82
109,##pid,1.82
61,##j,1.8
45,##hd,1.8
325,go,1.8
417,po,1.8
202,apical,1.79
36,##filtration,1.79
422,pp,1.77
185,aa,1.77
254,code,1.77
49,##hom,1.77
251,chronic,1.77
439,regime,1.77
407,pc,1.76
53,##ilo,1.75
33,##far,1.74
20,##cta,1.74
134,##tat,1.74
276,dependent,1.74
300,ems,1.74
209,ate,1.73
399,om,1.73
355,iv,1.72
229,cad,1.72
2,##amp,1.72
374,met,1.71
201,ao,1.71
232,cap,1.71
19,##cona,1.71
277,depressed,1.71
282,dial,1.71
94,##ola,1.71
362,left,1.7
116,##rba,1.7
441,renal,1.7
292,drip,1.7
57,##iro,1.7
381,mit,1.69
313,flu,1.69
159,##ve,1.68
108,##pi,1.68
74,##ln,1.67
199,ami,1.67
9,##avian,1.67
283,dil,1.67
162,##xon,1.67
378,mild,1.66
92,##oka,1.66
333,home,1.66
445,right,1.66
275,definite,1.66
289,divert,1.66
239,cavity,1.66
430,pulmonary,1.65
16,##cd,1.65
504,volume,1.65
58,##ital,1.65
69,##lite,1.65
193,aero,1.65
402,overall,1.64
348,internal,1.64
460,sin,1.64
489,tt,1.64
240,cc,1.64
242,ch,1.64
479,thick,1.64
435,random,1.64
405,past,1.64
214,baseline,1.63
295,dual,1.63
304,extra,1.63
153,##uria,1.63
315,focal,1.63
40,##g,1.62
148,##uma,1.62
319,free,1.62
98,##oria,1.62
434,r,1.62
125,##rri,1.61
448,sat,1.61
169,##zone,1.61
408,pen,1.61
257,complaint,1.6
334,hospital,1.6
165,##yp,1.6
404,pacing,1.6
223,breath,1.6
145,##uation,1.59
332,history,1.59
339,ic,1.59
24,##din,1.59
217,bid,1.58
396,ns,1.58
423,pr,1.58
314,fluid,1.58
30,##eur,1.58
158,##vas,1.57
56,##ir,1.57
258,compliance,1.57
210,atrium,1.57
357,kidney,1.56
426,ps,1.56
85,##nis,1.56
166,##ysis,1.56
356,j,1.55
403,pace,1.55
233,capacity,1.55
44,##hale,1.54
371,md,1.54
259,conduct,1.54
172,110,1.54
41,##gly,1.54
457,short,1.54
91,##oda,1.53
129,##son,1.53
309,fever,1.53
4,##aneous,1.53
65,##lem,1.53
218,binding,1.53
226,bull,1.52
503,vitamin,1.51
352,invasive,1.51
294,dry,1.51
306,failure,1.51
164,##yo,1.51
114,##rac,1.51
250,chloride,1.51
11,##bn,1.51
75,##load,1.5
281,di,1.5
507,walker,1.5
394,normal,1.5
424,pressure,1.5
207,as,1.5
316,follow,1.5
501,vent,1.49
247,chew,1.49
113,##pr,1.49
246,chest,1.49
502,vital,1.49
48,##hini,1.49
168,##zia,1.49
447,rr,1.49
178,325,1.49
192,admitted,1.49
128,##sol,1.48
79,##mine,1.48
499,urine,1.48
27,##ema,1.48
467,stable,1.48
480,thickness,1.47
137,##tial,1.47
350,interventions,1.47
22,##cut,1.46
420,potassium,1.46
100,##ote,1.46
180,70,1.46
29,##ergy,1.46
329,heart,1.45
274,decreased,1.45
35,##fication,1.45
475,symmetrical,1.44
347,interactive,1.44
338,i,1.44
88,##nous,1.44
376,mg,1.44
152,##uri,1.44
161,##x,1.44
119,##rin,1.43
416,pleasure,1.43
151,##urg,1.43
46,##hee,1.43
485,transfer,1.43
440,remote,1.42
301,escape,1.42
406,patient,1.42
68,##ling,1.42
388,nausea,1.42
102,##pa,1.42
377,mil,1.42
461,skin,1.41
47,##het,1.41
343,infiltrate,1.41
368,markedly,1.41
509,war,1.4
38,##ft,1.4
73,##llins,1.4
382,mode,1.4
385,muscle,1.4
97,##ored,1.4
513,worse,1.4
266,cough,1.39
12,##bri,1.39
484,tolerate,1.39
227,c,1.39
476,tablet,1.39
290,do,1.39
234,capsule,1.39
393,nl,1.38
431,pulse,1.38
380,minimal,1.38
455,sex,1.38
446,risk,1.38
104,##pati,1.38
26,##ega,1.38
220,border,1.38
363,lev,1.37
157,##v,1.37
139,##tify,1.36
288,disposition,1.36
248,chief,1.36
136,##terol,1.36
14,##bula,1.36
323,gap,1.35
211,aug,1.35
222,br,1.35
182,80,1.35
400,output,1.35
432,pulses,1.35
327,hc,1.35
307,fatigue,1.35
122,##rone,1.35
52,##ill,1.35
361,leaflets,1.35
86,##no,1.34
87,##nosis,1.34
62,##lab,1.34
206,arch,1.34
418,poly,1.34
427,pt,1.34
103,##pathy,1.34
31,##f,1.34
474,symmetric,1.33
497,unspecified,1.33
498,ur,1.33
471,sub,1.33
515,z,1.33
124,##rr,1.33
133,##sto,1.33
132,##sten,1.33
115,##rat,1.33
131,##sta,1.33
421,pound,1.32
