,term,weight
182,seton,2.49
90,cola,2.16
123,hd,2.14
81,bright,2.03
83,capsule,2.0
184,si,1.98
106,disposition,1.98
39,##quin,1.97
104,discharge,1.96
120,gi,1.95
155,pc,1.93
3,##bri,1.91
116,ff,1.87
137,left,1.85
167,pt,1.84
134,knee,1.84
176,rehab,1.81
91,colon,1.8
122,hc,1.8
166,proton,1.79
119,gall,1.76
20,##hos,1.75
61,admission,1.71
86,chill,1.7
192,stool,1.69
71,ate,1.69
148,mr,1.69
105,discharged,1.68
92,complaint,1.67
185,soaking,1.66
112,extended,1.65
7,##cit,1.65
87,chronic,1.63
6,##ce,1.63
157,pen,1.6
48,##uma,1.6
10,##din,1.6
37,##pit,1.59
179,resume,1.59
199,toilet,1.59
67,apical,1.59
24,##ix,1.58
206,vitamin,1.58
52,100,1.57
173,red,1.55
170,rec,1.55
162,po,1.54
26,##llins,1.53
56,28,1.53
55,200,1.52
159,physical,1.52
180,reverse,1.5
16,##eur,1.5
65,anal,1.5
79,bow,1.49
14,##ergy,1.49
115,fever,1.49
169,rd,1.49
160,pl,1.48
177,rehabilitation,1.48
158,per,1.48
127,ic,1.48
111,er,1.48
43,##stone,1.46
130,initial,1.46
165,primary,1.45
94,controlled,1.45
129,in,1.45
196,syn,1.45
22,##ici,1.45
75,bleed,1.43
57,30,1.43
60,abd,1.42
147,mg,1.41
139,lower,1.41
132,invasive,1.41
128,illicit,1.4
194,surgery,1.4
186,social,1.39
114,fate,1.39
107,dizzy,1.39
40,##r,1.39
168,q,1.39
126,hydro,1.37
118,follow,1.37
95,course,1.37
5,##cco,1.37
77,blood,1.37
36,##ove,1.37
15,##esis,1.37
49,##xy,1.36
78,border,1.36
200,trans,1.36
136,las,1.35
41,##ril,1.34
80,brief,1.34
9,##cre,1.34
33,##orted,1.33
153,pain,1.33
154,pan,1.33
163,pr,1.33
25,##llin,1.33
11,##ea,1.33
23,##ill,1.32
38,##pt,1.32
100,delayed,1.31
1,##bc,1.3
183,sex,1.3
88,ck,1.3
150,nausea,1.29
149,nad,1.29
46,##tum,1.29
85,chief,1.29
28,##lor,1.28
62,admitted,1.28
34,##ote,1.28
31,##oh,1.28
19,##hc,1.27
124,history,1.27
187,soda,1.26
102,diet,1.26
204,units,1.26
32,##omy,1.25
98,dark,1.25
142,married,1.25
141,marriage,1.25
140,major,1.25
181,rr,1.24
12,##ean,1.24
135,knees,1.23
74,bed,1.22
96,courses,1.22
13,##end,1.22
68,appetite,1.22
63,afi,1.22
53,106,1.21
27,##lo,1.21
64,allergic,1.21
97,ct,1.21
195,surgical,1.21
109,dose,1.21
29,##no,1.2
188,stabilize,1.2
2,##bol,1.2
197,tablet,1.2
4,##bus,1.19
161,placement,1.19
30,##oca,1.19
76,bleeding,1.19
70,arthritis,1.18
133,k,1.18
99,dates,1.18
178,res,1.17
51,##zziness,1.17
189,stabilized,1.17
93,complaints,1.17
18,##g,1.16
50,##yp,1.16
151,occasional,1.16
198,therapy,1.15
73,attended,1.15
35,##otti,1.15
82,bs,1.15
190,stable,1.14
125,hospital,1.14
202,turn,1.14
174,reddish,1.13
117,fis,1.13
146,men,1.12
21,##hs,1.12
45,##tine,1.12
84,cardiac,1.12
175,ref,1.12
54,15,1.11
172,recently,1.1
101,diagnosis,1.1
89,co,1.1
191,stomach,1.1
152,p,1.1
8,##co,1.09
193,strings,1.09
145,medication,1.09
156,pe,1.08
203,twice,1.08
171,recent,1.08
42,##rr,1.08
131,instructions,1.07
121,glucose,1.07
143,mb,1.07
201,transferred,1.06
205,urine,1.06
103,dietary,1.06
108,dos,1.06
59,7,1.06
17,##fus,1.06
144,md,1.05
72,attempts,1.04
58,325,1.04
44,##time,1.04
110,drug,1.02
66,anti,0.99
47,##u,0.98
0,##ag,0.98
138,lid,0.97
69,appointment,0.96
164,prescribed,0.95
113,facility,0.94
