,term,weight
44,##gni,2.55
340,nad,2.34
404,sen,2.31
164,admission,2.29
334,mic,2.28
412,si,2.2
468,van,2.19
417,sob,2.16
359,pat,2.1
83,##otho,2.08
381,puff,2.08
86,##oven,2.06
315,lad,2.05
321,ll,2.05
72,##moral,2.02
335,mmm,2.01
302,ic,2.01
247,disposition,2.0
400,sb,1.99
55,##iri,1.99
90,##pid,1.98
420,sol,1.97
352,ox,1.95
459,transitional,1.95
370,po,1.93
278,gallo,1.93
244,discharge,1.93
460,trough,1.92
153,71,1.91
145,137,1.91
469,vascular,1.91
79,##omi,1.9
287,hd,1.9
212,ci,1.9
350,oriented,1.9
320,len,1.89
397,rus,1.88
258,dual,1.88
46,##hale,1.88
291,hee,1.87
216,code,1.86
194,cad,1.85
233,cv,1.85
354,pace,1.85
167,aero,1.84
185,blanc,1.83
309,iron,1.83
277,fur,1.83
160,ace,1.83
273,foley,1.82
207,chest,1.82
92,##pp,1.81
172,alert,1.8
124,##uli,1.8
224,cop,1.8
33,##eur,1.8
12,##bula,1.79
313,l,1.78
35,##fa,1.78
5,##ale,1.78
262,emergency,1.78
363,pending,1.77
329,mc,1.77
303,implant,1.76
444,tender,1.76
284,gu,1.76
100,##rl,1.75
293,history,1.75
361,pc,1.75
472,vital,1.75
156,90,1.75
376,pressure,1.75
282,general,1.74
358,past,1.74
249,divert,1.73
151,500,1.73
464,ultrasound,1.72
270,floor,1.72
95,##rd,1.72
276,friday,1.71
183,bid,1.7
6,##aneous,1.7
84,##ound,1.7
139,##ythe,1.7
279,gap,1.69
229,cp,1.69
113,##tica,1.69
19,##com,1.69
48,##hee,1.69
106,##sp,1.69
199,cap,1.69
394,right,1.68
175,anterior,1.67
102,##rro,1.67
30,##ema,1.67
17,##cin,1.66
416,sliding,1.66
386,rec,1.66
25,##ea,1.65
96,##rea,1.65
454,tram,1.65
455,trans,1.64
89,##patient,1.64
395,ron,1.64
392,repeat,1.63
4,##ado,1.63
134,##ven,1.63
20,##cona,1.63
318,left,1.63
373,potassium,1.63
365,pitt,1.62
243,diffuse,1.62
111,##tat,1.62
8,##ava,1.62
108,##sten,1.62
158,97,1.61
441,tab,1.61
225,cough,1.61
259,ed,1.61
248,distress,1.6
203,ch,1.6
188,bp,1.59
1,##2,1.59
311,j,1.59
136,##xy,1.59
52,##ih,1.59
62,##lite,1.58
405,sept,1.58
28,##ega,1.58
162,acute,1.58
433,superficial,1.58
36,##far,1.57
112,##terol,1.57
50,##hini,1.57
195,calcium,1.57
94,##pro,1.57
180,baseline,1.57
387,recreational,1.57
75,##oka,1.57
462,ul,1.57
54,##ine,1.56
330,md,1.56
362,pen,1.56
73,##na,1.56
221,complaint,1.55
281,gen,1.55
357,parking,1.54
445,therapeutic,1.54
184,bilateral,1.54
133,##vas,1.54
213,clear,1.54
105,##sol,1.53
383,q,1.53
430,substantial,1.53
53,##ill,1.53
168,afi,1.53
121,##uation,1.53
440,ta,1.53
128,##usa,1.52
435,surgery,1.51
338,murmur,1.51
336,mouth,1.51
23,##din,1.51
202,cell,1.5
204,chamber,1.5
78,##oma,1.5
126,##uma,1.5
40,##g,1.5
481,yesterday,1.49
306,interactive,1.49
61,##list,1.49
351,oro,1.49
